trial	response	speed	player	ball	direction	goal_size	goal_height	ID	session	block
0	v				+	3.5	-7.0	ck	1	0
1	v				-	1.5	-3.0	ck	1	0
2	n				-	1.75	-3.5	ck	1	0
3	v				+	4.0	-8.0	ck	1	0
4	[]				-	3.75	-7.5	ck	1	0
0	n	NA	NA	NA	-	4.25	-8.5	ck	1	1
1	n	NA	NA	NA	-	3.0	-6.0	ck	1	1
2	v	NA	NA	NA	-	1.75	-3.5	ck	1	1
3	n	NA	NA	NA	-	3.25	-6.5	ck	1	1
4	v	NA	NA	NA	+	2.75	-5.5	ck	1	1
