# Created by Octave 5.1.0, Fri Jan 24 11:58:27 2020 GMT <unknown@T480s-Touch>
# name: octave_data
# type: sq_string
# elements: 1062
# length: 154
TR	1	1	3	H	2	0.0123021	7.3815	0.770412	0.605199	2	548.645	548.642	549.42	549.732	549.437	549.852	550.103	550.103	0.312137	0.0165916	0.415095	1            
# length: 154
TR	1	1	8	H	1	0.141252	84.7541	0.830754	0.605199	1	559.07	559.9	560.737	561.168	560.878	561.258	561.42	561.42	0.431412	0.14161	0.379809	1                  
# length: 154
TR	1	1	9	H	2	0.0155989	9.35964	0.548812	0.605199	2	561.637	562.099	562.654	562.969	562.671	563.044	563.337	563.337	0.315061	0.0171859	0.372897	1          
# length: 154
TR	1	1	10	H	1	0.226026	135.62	0.825875	0.605199	1	563.554	564.119	564.953	565.469	565.187	565.544	565.637	565.637	0.515716	0.233531	0.357193	1            
# length: 154
TR	1	1	12	H	2	0.231175	138.709	0.610106	0.605199	2	568.154	568.651	569.27	569.825	569.504	569.91	569.954	569.954	0.554657	0.233532	0.406142	1             
# length: 154
TR	1	1	15	H	1	0.252707	151.629	0.605192	0.605199	1	574.229	574.816	575.428	576	575.687	576.076	576.112	576.112	0.57199	0.258508	0.388542	1                
# length: 154
TR	1	1	20	H	2	0.334691	200.821	0.724338	0.605199	1	585.704	586.393	587.121	587.657	587.462	587.777	587.804	587.804	0.536753	0.341613	0.315161	0           
# length: 154
TR	1	1	21	H	2	0.335924	201.561	0.581709	0.605199	2	588.02	588.557	589.145	589.708	589.487	589.768	589.829	589.829	0.562335	0.341896	0.280443	1            
# length: 154
TR	1	1	23	H	2	0.222176	133.31	0.580856	0.605199	2	591.879	592.447	593.037	593.478	593.262	593.543	593.721	593.721	0.441299	0.22516	0.281154	1             
# length: 154
TR	1	1	24	H	1	0.0782815	46.9704	0.619607	0.605199	1	593.937	594.403	595.029	595.449	595.112	595.544	595.712	595.712	0.419942	0.0835154	0.43144	1          
# length: 154
TR	1	1	26	H	2	0.426665	256.008	0.793989	0.605199	1	598.187	598.836	599.637	600.124	600.071	600.259	600.321	600.321	0.487359	0.433552	0.188827	0           
# length: 154
TR	1	1	28	H	2	0.355063	213.044	0.814391	0.605199	2	602.854	603.456	604.279	604.85	604.637	604.9	604.962	604.962	0.571508	0.358537	0.262971	1              
# length: 154
TR	1	1	29	H	2	0.440358	264.223	0.986391	0.605199	1	605.179	605.661	606.654	607.176	607.096	607.286	607.337	607.337	0.521647	0.441664	0.190036	0           
# length: 154
TR	1	1	31	H	2	0.0552323	33.1405	0.704551	0.605199	2	609.537	610.112	610.821	611.386	610.879	611.451	611.504	611.504	0.565654	0.0582658	0.572404	1         
# length: 154
