response	trial_nr	t_start	t_set	t_ball	t_release	t_response	t_goal	t_change	new_pos	correct
[]	1	16.2899843956111	17.147335098823532	17.55602086975705	0	0	0	17.3489588315133	[-5]	0
[]	2	20.317864794749767	20.800237204763107	21.204895255039446	0	0	0	21.001512396498583	[-5]	0
[]	3	23.565690930001438	23.767372958012857	24.17703579296358	0	0	0	23.968880510306917	[5]	0
[]	4	26.536239838809706	27.444365029456094	27.851617636159062	0	0	0	27.645757633028552	[-5]	0
[]	5	30.31232919334434	30.540208853548393	30.948102709953673	0	0	0	30.742122010560706	[-5]	0
[]	6	33.18217235815246	33.43924734857865	33.84142620139755	0	0	0	33.64052582462318	[-5]	0
[]	7	36.40484812599607	36.532670270767994	36.939996362663805	0	0	0	36.734030853025615	[-5]	0
[]	8	39.60159844381269	39.778818975784816	40.18651413510088	0	0	0	39.9803306334652	[5]	0
[]	9	42.74837973632384	43.25589060818311	43.6631407517707	0	0	0	43.45758248900529	[5]	0
[]	10	46.322643787483685	47.180067565175705	47.59023042698391	0	0	0	47.38155048561748	[5]	0
[]	11	49.847480303724296	49.949913562624715	50.35458269715309	0	0	0	50.15175528731197	[5]	0
[]	12	52.817694629658945	53.02291872014757	53.427348925499246	0	0	0	53.22426041786093	[5]	0
