response	trial_nr	t_start	t_set	t_ball	t_release	t_response	t_goal	t_change
n	38	120.68064801600121	0.3358139569991181	0.6437643689987453	0	0.12595890699958545	0.9763528699986637	-120.68064801600121
v	39	123.91233134800132	0.11130864199913049	0.42783100199994806	0	0.24628416999803449	0.7770866099999694	-123.91233134800132
n	40	126.22005298800104	0.10729644799903326	0.419362396998622	0	0.12303211099970213	0.7687930259999121	0.48614330899908964
v	41	128.51906540100026	0.2577402090009855	0.570127709001099	0	0.15343645999746514	0.918771648000984	0.6696121120003227
n	42	130.9681831300004	0.10305083700040996	0.4197642369999812	0	0.09457636599836405	0.7689532269996562	0.41979214400089404
n	43	133.26789377100067	0.07570205699994403	0.3859963039994909	0	0.26021885899899644	0.7185389089991077	0.3527588220003963
v	44	136.24203953400138	0.2371950469987496	0.5441849539984105	0	0.1684097830002429	0.8933986619995267	0.610964346999026
n	45	138.665905363001	0.2693639429999166	0.5864163939986611	0	0.09433779699975275	0.918782957998701	-138.665905363001
v	46	141.84001102900038	0.2958815490001143	0.6111390980004217	0	0.15156648199808842	0.9437318649997906	-141.84001102900038
n	47	145.0391283500012	0.2810109160000138	0.5943810949993349	0	0.1452604509995581	0.9435543889994733	-145.0391283500012
n	48	147.5130047849998	0.23935916800110135	0.5530727929999557	0	0.11272479999934149	0.8855834679998225	0.6197788240006048
v	49	150.6540554910007	0.2500735949997761	0.5609608989998378	0	0.139823602998149	0.8935656060002657	-150.6540554910007
n	50	153.80352826600028	0.3084224970007199	0.6272215009994397	0	0.15623575000063283	0.959730476999539	0.7942830590000085
v	51	157.01893809099965	0.10103926000010688	0.41084265500103356	0	0.15718525799820782	0.7434253320006974	0.444265775000531
n	52	160.0176793690007	0.10300899399953778	0.4111617420003313	0	0.1662207959980151	0.7436954740005604	0.5789252399990801
v	53	163.01726811000117	0.41574663999927	0.7271777730002214	0	0.16263129399885656	1.0597557719993347	-163.01726811000117
n	54	166.3328195590002	0.06731423299970629	0.37736834600036673	0	0.1731231719986681	0.7099642739995033	-166.3328195590002
n	55	169.30056423400129	0.2354655700000876	0.542057175998707	0	0.28873801099871343	0.8746059899985994	-169.30056423400129
v	56	172.4308346200014	0.2330101499992452	0.5441359049982566	0	0.18836946500050544	0.8932921359992179	-172.4308346200014
v	57	174.85443657399992	0.04203825700096786	0.3531714400014607	0	0.27563596999789297	0.7027364149998903	0.3865097610014345
v	58	177.08724437400087	0.24190783300036856	0.5529347930005315	0	0.3071428469975217	0.8854239399988728	-177.08724437400087
n	59	180.22825439000007	0.29174275399964245	0.6108984060010698	0	0.26817622799899254	0.9600966830003017	0.5453890530006902
n	60	182.7190035420008	0.15343750700048986	0.46945790899917483	0	0.15088003399978334	0.8020024260003993	-182.7190035420008
v	61	185.77704072900087	0.23937857800046913	0.5604558769991854	0	0.27399266899919894	0.8929172529988136	-185.77704072900087
v	62	188.92549015199984	0.04258883700094884	0.36106386100072996	0	0.21291754199955903	0.6935899600011908	0.2943838350001897
v	63	191.8747191780003	0.27737732000059623	0.5941590189995622	0	0.30266727399975935	0.9266908770005102	0.5608685520001018
v	64	195.0568693840014	0.1114523759988515	0.4277231869982643	0	0.1589863579993107	0.776874578999923	-195.0568693840014
