trial	speed	player_pos	ball_pos	direction	distance	broad	jitter	change	change_loc	trial_nr	block
40	0.5	4	0	-	9	4.5	0.44999999999999996	1	-8	81	0
35	0.5	4	0	-	9	4.5	0.6	1	-3	82	0
68	0.5	4	0	-	9	4.5	0.44999999999999996	1	-4	83	0
90	0.5	4	0	+	9	4.5	0.75	0	0	84	0
46	0.5	4	0	-	9	4.5	0.9	0	0	85	0
30	0.5	4	0	+	9	4.5	0.9	0	0	86	0
36	0.5	4	0	-	9	4.5	0.44999999999999996	1	-4	87	0
15	0.5	4	0	-	9	4.5	0.44999999999999996	0	0	88	0
24	0.5	4	0	+	9	4.5	0.9	1	-8	89	0
84	0.5	4	0	+	9	4.5	0.6	1	-4	90	0
89	0.5	4	0	+	9	4.5	0.75	0	0	91	0
56	0.5	4	0	+	9	4.5	0.3	1	-8	92	0
72	0.5	4	0	-	9	4.5	0.44999999999999996	1	-8	93	0
88	0.5	4	0	+	9	4.5	0.44999999999999996	1	-8	94	0
55	0.5	4	0	+	9	4.5	0.75	1	-7	95	0
2	0.5	4	0	-	9	4.5	0.9	1	-2	96	0
