response	trial_nr	t_start	t_set	t_ball	t_release	t_response	t_goal
n	16	236.601979017	0.308636188507	1.31512713432	0	0.269366025925	1.59909915924
v	17	239.727535009	0.895243167877	1.45522618294	0	0.20367193222	1.53837800026
n	18	242.793154001	4.62165904045	5.18744111061	0	0.0939750671387	5.27060604095
v	19	249.591155052	0.328571081161	0.888662099838	0	0.1228120327	1.02262997627
v	20	252.864272118	0.29557299614	1.31437897682	0	0.120009899139	1.39758896828
n	21	255.788929224	0.770493984222	1.338793993	0	0.139004945755	1.50475788116
n	22	259.545037031	0.25376701355	0.964961051941	0	0.180751085281	1.08142399788
v	23	262.153766155	0.237098932266	1.25530791283	0	0.137730121613	1.53790688515
n	24	265.219310999	0.228586196899	1.23879313469	0	0.168749094009	1.42271399498
v	25	268.891752005	0.220424175262	1.08193802834	0	0.0771880149841	1.18124008179
v	26	272.323873043	0.291515111923	0.848793029785	0	0.118567943573	0.93194103241
n	27	274.783102036	0.264533042908	0.972128152847	0	0.327757835388	1.22184610367
v	28	277.532716036	0.218610048294	1.2382349968	0	0.128054141998	1.37210416794
v	29	281.154417992	0.253789186478	0.815477132797	0	0.161149024963	1.08140420914
v	30	284.487926006	0.056214094162	1.06421399117	0	0.115155220032	1.19681215286
v	31	287.935769081	47.0891809464	47.8005170822	0	0.115738868713	47.8837161064
n	32	337.346707106	0.429344892502	0.988775014877	0	0.124371051788	1.10524106026
v	33	339.978944063	0.278640031815	0.689110994339	0	0.135843038559	0.80560708046
n	34	342.312338114	0.112226009369	0.971570968628	0	0.175986051559	1.22083306313
v	35	345.060934067	0.0349979400635	1.0554151535	0	0.303555965424	1.33851003647
v	36	347.926477194	1.40982198715	2.27197480202	0	0.149599075317	2.42317795753
n	37	351.875359058	0.316810131073	1.18879413605	0	0.267879962921	1.40523910522
v	38	354.807711124	0.320499897003	0.888957977295	0	0.13942193985	1.12156391144
v	39	358.180243015	0.332948207855	1.04870414734	0	0.239196062088	1.31457805634
n	40	361.745887995	0.247609138489	0.965240001678	0	0.101334095001	1.14791917801
v	41	364.421339035	0.251820087433	0.822395086288	0	0.0964770317078	0.93829703331
n	42	366.887241125	0.249679088593	1.10556697845	0	0.30747294426	1.35533595085
v	43	369.770388126	0.399463891983	0.954907894135	0	0.190993070602	1.15553998947
v	44	373.175482035	0.337243080139	1.04882407188	0	0.0599889755249	1.23132205009
[]	45	375.93426919	0.210209846497	1.07240796089	0	-377.006677151	1.15553283691
v	46	378.617296219	0.264306783676	1.27174282074	0	0.139387130737	1.48776078224
n	47	381.632642031	0.248073101044	0.805634021759	0	0.134160041809	1.0048801899
v	48	384.888957024	0.312096118927	0.731620073318	0	0.135890960693	0.930898189545
n	49	388.07132411	0.289308071136	1.29810404778	0	0.243121862411	1.41457509995
v	50	391.01346612	0.564105987549	0.971788883209	0	0.139331102371	1.05499100685
v	51	393.596947193	8.80410480499	9.66808581352	0	0.147843122482	9.81907200813
n	52	405.665866137	1.47234988213	2.18105006218	0	0.133885860443	2.33162689209
n	53	410.247953176	0.722471952438	1.28115701675	0	0.243758916855	1.54714083672
v	54	414.046446085	0.651579141617	1.21483802795	0	0.103642940521	1.33211803436
v	55	417.628875017	0.276687145233	0.848077058792	0	0.192007064819	1.08065009117
v	56	420.960382223	0.329202890396	0.898788928986	0	0.137852907181	1.08140087128
v	1	427.248534203	0.841111898422	1.40848588943	0	0.0840659141541	1.55778384209
n	2	430.334000111	0.259957075119	0.822231054306	0	0.12091588974	1.1049079895
v	3	432.966664076	0.29127407074	1.15531206131	0	0.107218027115	1.3046040535
v	4	435.798973083	0.178965091705	0.73891210556	0	0.219368934631	0.955343008041
n	5	438.281527996	0.216287136078	0.622287034988	0	0.213381052017	0.839537143707
v	6	440.648802042	0.003741979599	1.02080106735	0	0.295633077621	1.30388307571
v	7	443.479933023	0.0581660270691	0.772138118744	0	0.121262073517	0.888641119003
v	8	445.895970106	0.193512916565	1.20524692535	0	0.136156082153	1.38785910606
v	9	448.811326027	0.239430189133	1.25563406944	0	0.146456003189	1.4716591835
n	10	451.810794115	0.247539997101	0.655402898788	0	0.0994441509247	0.771401882172
v	11	454.110035181	0.0915789604187	0.805405855179	0	0.114036083221	0.954699993134
n	12	456.592336178	0.273375988007	0.838974952698	0	0.342220067978	1.12206292152
[]	13	459.241483212	0.176887989044	1.03893780708	0	-460.280421019	1.15540981293
n	14	461.92477107	0.261947154999	1.27138996124	0	0.161440134048	1.50400114059
n	15	465.679682016	0.243362188339	0.798775196075	0	0.135511875153	1.04804515839
v	16	468.255656004	0.274662017822	1.13857603073	0	0.107488155365	1.25586104393
v	17	471.037779093	0.228894948959	1.0889480114	0	0.111004114151	1.22156190872
n	18	474.510386229	0.260028839111	0.815450906754	0	0.103949069977	0.898447990417
v	19	476.9363451	0.266160964966	0.971872091293	0	0.121608018875	1.05500102043
v	20	479.518756151	0.24343585968	1.10524606705	0	0.261832952499	1.35504388809
v	21	482.400720119	0.233346939087	0.939095020294	0	0.10608792305	1.10505795479
n	22	485.756814003	0.270451068878	0.832033157349	0	0.113069057465	0.94927406311
v	23	488.956634998	0.0295910835266	0.447960138321	0	0.161370038986	0.615249156952
v	24	491.822428226	0.0999178886414	0.964417934418	0	0.0911550521851	1.16371798515
n	25	495.23745513	0.301778078079	0.865024089813	0	0.111571788788	1.08100891113
v	26	497.846073151	0.1081199646	0.672353982925	0	0.111670017242	0.755468845367
[]	27	500.129611015	0.224681138992	1.23787498474	0	-501.367486	1.32107520103
v	28	502.978718042	0.072457075119	0.638051986694	0	0.173386096954	0.870668172836
n	29	506.101074219	0.277307987213	0.848010778427	0	0.153118133545	1.04726290703
v	30	509.399596214	0.274818897247	0.981814861298	0	0.152857065201	1.23097586632
v	31	512.158704042	0.20389509201	0.771847963333	0	0.15575504303	0.888285160065
n	32	514.574072123	0.26198387146	0.67237496376	0	0.311876058578	0.955480098724
n	33	517.057064056	0.12947010994	0.838551044464	0	0.118753910065	0.972444057465
v	34	520.279996157	0.347525835037	0.914577960968	0	0.155850887299	1.09720492363
v	35	522.904831171	0.289939880371	1.15550398827	0	0.162108898163	1.3881008625
v	36	526.544075012	0.243296146393	0.965142011642	0	0.161275148392	1.23111414909
n	37	530.026292086	0.272757053375	1.13180398941	0	0.176451921463	1.36441206932
n	38	533.641597033	0.306080102921	1.31534719467	0	0.209670782089	1.59785914421
n	39	536.767172098	0.268492937088	1.28876304626	0	0.302685022354	1.50518989563
v	40	539.799559116	0.235373020172	0.955478906631	0	0.17166519165	1.23808908463
v	41	542.565127134	0.101896047592	0.822436094284	0	0.107155799866	1.00505685806
v	42	545.097956181	0.137213945389	1.15540599823	0	0.12140083313	1.28931593895
n	43	548.637105227	0.222603797913	1.08180880547	0	0.136146068573	1.31444191933
v	44	552.203310013	0.295773983002	1.31446313858	0	0.113090991974	1.43179607391
n	45	555.161559105	0.266374111176	1.28859806061	0	0.269014835358	1.5724709034
v	46	558.98390317	0.139466047287	1.14840483665	0	0.146648168564	1.29902601242
v	47	562.5328722	0.159878015518	0.715133905411	0	0.143157958984	0.865777015686
n	48	565.649389029	0.0268449783325	0.597650051117	0	0.0959980487823	0.680814027786
v	49	567.857865095	0.137408018112	0.555155992508	0	0.194057941437	0.73826789856
n	50	570.123515129	0.272656917572	0.838799953461	0	0.1087911129	1.00467801094
v	51	573.379374027	0.289201974869	1.14840102196	0	0.11138010025	1.23153614998
n	52	576.138017178	0.201766014099	0.772280931473	0	0.128918886185	0.888802051544
v	53	578.554075003	0.274428129196	1.2886800766	0	0.180483102798	1.47270202637
v	54	582.277096033	0.295453071594	0.714689016342	0	0.127518177032	0.797827959061
v	55	584.601993084	0.241884946823	1.25554800034	0	0.197770118713	1.47151994705
n	56	587.601037025	0.187189102173	0.905683040619	0	0.116964101791	0.988852977753
n	1	594.858908176	0.801515817642	1.81195998192	0	0.136628866196	1.99453091621
v	2	598.380867004	0.262796163559	1.27233219147	0	0.106344938278	1.35548114777
v	3	601.263520002	0.253503084183	0.822317123413	0	0.225717067719	1.05620217323
n	4	604.57023406	0.226662158966	1.24769496918	0	0.109675168991	1.51361298561
n	5	608.335317135	0.276943922043	0.998183012009	0	0.20235991478	1.18133306503
v	6	611.044761181	0.247929811478	1.25445985794	0	0.14048910141	1.52039003372
v	7	614.816523075	0.283508062363	1.14820194244	0	0.139026165009	1.39745998383
n	8	617.742015123	0.205878973007	0.771956920624	0	0.141824007034	0.97117805481
n	9	620.964193106	0.22469496727	1.08195710182	0	0.161691904068	1.1984128952
v	10	623.6897192	0.187331914902	0.605690956116	0	0.152500867844	0.688898801804
n	11	625.906269073	0.306082963943	0.871739149094	0	0.134176969528	1.15429592133
v	12	628.588038206	0.0560908317566	1.0723669529	0	0.115743875504	1.32166790962
n	13	631.437493086	0.270604133606	0.838802099228	0	0.115883827209	0.956332921982
v	14	634.643683195	0.264523029327	1.13144993782	0	0.169171094894	1.38073086739
n	15	637.552452087	0.172729969025	0.588649988174	0	0.146959066391	0.804630041122
v	16	639.88450408	0.104032039642	0.672532081604	0	0.139060020447	0.823056936264
v	17	642.958200216	0.135228872299	0.697821855545	0	0.0801200866699	0.781811952591
v	18	645.990083218	0.278861999512	1.29813480377	0	0.135995149612	1.44871997833
n	19	649.688802004	0.276556015015	1.14826512337	0	0.139194965363	1.39755415916
v	20	652.614332199	0.222702026367	1.23844695091	0	0.115728855133	1.37111401558
v	21	656.236682177	0.192972898483	1.06502485275	0	0.138629198074	1.26431083679
v	22	659.751924992	0.262017011642	0.982042074203	0	0.10643696785	1.13132715225
n	23	662.410961151	0.34557890892	0.905518054962	0	0.171937942505	1.12145590782
v	24	665.06052804	0.224720954895	1.23833203316	0	0.189548015594	1.45429897308
n	25	668.042461157	0.314390897751	1.02220201492	0	0.263839006424	1.28968596458
v	26	671.582334995	0.0394470691681	0.598060131073	0	0.132364034653	0.714524030685
v	27	673.823953152	0.173058986664	0.589058876038	0	0.131757974625	0.705538034439
v	28	676.056910992	0.164463043213	0.871952056885	0	0.127748012543	0.955154180527
n	29	678.539302111	0.145668029785	0.85547208786	0	0.101893901825	0.988121986389
v	30	681.778572083	0.322654008865	0.88182091713	0	0.252333164215	1.16446399689
[]	31	684.47064805	0.0622191429138	0.922268152237	0	-685.392916203	1.00536894798
n	32	687.00389123	0.249894857407	1.12142682076	0	0.155462026596	1.27128577232
n	33	689.802329063	0.27482509613	0.988836050034	0	0.24166893959	1.17195701599
v	34	692.501266003	0.368396997452	1.38894915581	0	0.158647060394	1.6548500061
n	35	696.407916069	0.253808021545	1.11445999146	0	0.150892972946	1.2309319973
n	36	699.16585803	0.271358966827	0.989020109177	0	0.254082918167	1.07221007347
v	37	701.765449047	0.199819087982	1.22187399864	0	0.12567615509	1.33834695816
v	38	704.630956173	0.070583820343	0.938906908035	0	0.111165046692	1.17149090767
n	39	708.054078102	0.272573947906	0.831608057022	0	0.123391866684	0.997325897217
v	40	711.30331707	0.253919124603	0.814502000809	0	0.131330013275	0.997084140778
[]	41	713.82793808	0.289354085922	1.15566492081	0	-714.983603001	1.30540800095
v	42	716.660984039	0.289170980453	0.855101108551	0	0.0771169662476	0.93909907341
n	43	719.126616001	0.262832164764	1.27194404602	0	0.146680116653	1.47119307518
v	44	722.848646164	0.349725008011	0.915462970734	0	0.149402856827	1.06649494171
n	45	725.441431999	0.220454216003	0.638605117798	0	0.153301000595	0.821248054504
[]	46	727.790204048	0.00809216499329	0.722414970398	0	-728.512619019	0.838906049728
v	47	730.156967163	0.297550916672	0.704988956451	0	0.211455106735	0.88804101944
n	48	732.572080135	0.297487020493	1.30557799339	0	0.139810085297	1.52146697044
v	49	735.621194124	0.264362096786	0.822304010391	0	0.102001905441	0.939507007599
n	50	738.087083101	0.239265918732	0.955542087555	0	0.183059930801	1.23820209503
v	51	740.852870226	0.137202978134	0.705736875534	0	0.106962919235	0.788843870163
v	52	743.16902709	0.25386095047	0.822057008743	0	0.154524087906	1.03801703453
n	53	745.734371185	0.208051919937	0.622622013092	0	0.292629957199	0.905720949173
v	54	748.167627096	0.295264005661	1.30506300926	0	0.0889780521393	1.48770999908
n	55	751.183199167	0.270640850067	0.988653898239	0	0.149863958359	1.22130703926
n	56	754.655345201	0.326798915863	0.882128953934	0	0.192296028137	1.13136982918
n	1	761.749032021	0.633076190948	1.50267314911	0	0.134443998337	1.75197315216
v	2	765.028540134	0.257901906967	0.672363042831	0	0.133044958115	0.871703863144
n	3	768.151372194	0.351750850677	1.36505794525	0	0.141507863998	1.48151803017
v	4	771.159904003	0.239206075668	1.10567808151	0	0.152393102646	1.33823013306
v	5	774.749051094	0.297626972198	1.01541209221	0	0.197573900223	1.26463603973
n	6	777.541514158	0.361876010895	1.07201194763	0	0.148775100708	1.33795595169
v	7	781.13062501	0.268501996994	0.831848144531	0	0.215857982635	1.09776806831
n	8	784.479596138	0.126765012741	0.848471879959	0	0.138116121292	0.999114990234
v	9	787.728594065	0.318465948105	0.731831073761	0	0.141788005829	0.848304033279
v	10	790.104421139	0.254042863846	0.821950912476	0	0.139940023422	0.905063867569
n	11	792.537449121	0.221028089523	0.938116073608	0	0.142720937729	1.08869409561
n	12	795.875966072	0.251708984375	0.965147018433	0	0.225239038467	1.14827513695
v	13	798.551219225	0.335250854492	1.20569992065	0	0.117444992065	1.32212996483
n	14	801.400416136	0.222529888153	0.789048910141	0	0.17294216156	0.988312005997
v	15	804.640050173	0.343554973602	1.21489191055	0	0.139534950256	1.46417689323
n	16	807.631870031	0.214742183685	0.922233104706	0	0.120416879654	1.00538516045
n	17	810.164248228	0.266429901123	0.822427988052	0	0.239872932434	1.00556087494
v	18	812.696990013	0.270419120789	1.13886117935	0	0.126718997955	1.2552781105
n	19	815.479396105	0.27241897583	0.988903999329	0	0.134300947189	1.15487289429
v	20	818.8852911	0.218499898911	0.632060050964	0	0.173321008682	0.815997123718
n	21	821.951122046	0.287816047668	0.848520994186	0	0.107072114944	1.0145201683
v	22	825.216673136	0.270608901978	1.28182601929	0	0.280305862427	1.49825000763
v	23	828.24251914	0.253612995148	0.821807861328	0	0.0904750823975	0.922441005707
v	24	831.414916039	0.320515155792	1.33160114288	0	0.136338949203	1.58086299896
n	25	834.523923159	0.187103033066	1.2050280571	0	0.113934993744	1.28810501099
v	26	837.339171171	0.195919036865	0.605779886246	0	0.15401506424	0.773010969162
v	27	840.362627029	0.26859998703	0.83131814003	0	0.129120826721	0.914477109909
n	28	842.804154158	0.00527596473694	0.572466850281	0	0.114832162857	0.689765930176
v	29	845.744287014	0.287288188934	0.848069190979	0	0.250897884369	1.09782099724
v	30	848.369522095	0.254000902176	1.27198004723	0	0.113874912262	1.48792505264
v	31	851.385153055	0.391278982162	1.40543007851	0	0.228918075562	1.67132616043
v	32	855.308493137	0.260171890259	1.28095793724	0	0.206179141998	1.49833703041
n	33	858.332899094	0.243477106094	1.25563812256	0	0.103195905685	1.43827390671
v	34	861.298930168	0.733325958252	1.28873586655	0	0.216200113297	1.50665998459
n	35	864.331079006	0.277001142502	0.689218997955	0	0.311619997025	0.972306013107
n	36	866.831918001	0.248282194138	1.25413513184	0	0.229963064194	1.52004718781
v	37	870.603091002	0.406333208084	0.965241193771	0	0.107793807983	1.048402071
[]	38	873.178488016	0.222635030746	1.08906197548	0	-874.267549992	1.17221403122
n	39	875.878143072	0.243538141251	1.25521707535	0	0.110996007919	1.40452694893
v	40	878.810407162	0.262331962585	0.97217297554	0	0.109837055206	1.08947706223
n	41	882.149829149	0.0913898944855	0.948431015015	0	0.13029384613	1.18109798431
v	42	885.582001209	0.412189006805	1.43180584908	0	0.110865116119	1.69772982597
v	43	889.530493021	0.278959989548	0.848982095718	0	0.137326002121	0.965454101562
v	44	892.022918224	0.251644849777	0.97244477272	0	0.19353222847	1.23841285706
n	45	895.512527227	0.314162969589	0.88183093071	0	0.130634069443	1.13110780716
v	46	898.171174049	0.287047147751	1.15565705299	0	0.126261949539	1.30495905876
n	47	901.004399061	0.3659491539	0.921679973602	0	0.111091136932	1.05432295799
v	48	904.309895039	1.36396098137	1.93158006668	0	0.148252010345	2.13087511063
n	49	908.691705227	0.686903953552	1.24874281883	0	0.185012102127	1.51459383965
v	50	912.457321167	0.320420026779	0.882036924362	0	0.138231992722	1.0326769352
n	51	915.739856005	0.222656011581	0.931896209717	0	0.1259329319	1.01501822472
n	52	918.281554222	0.208323001862	1.22264885902	0	0.141566991806	1.3886179924
n	53	921.921363115	0.289300918579	1.29843688011	0	0.122110128403	1.44771289825
v	54	924.896595001	0.218560218811	0.639162063599	0	0.134191989899	0.722362995148
v	55	927.145969152	0.232987880707	1.08902692795	0	0.115262985229	1.22162604332
v	56	930.61849618	0.511994838715	1.38199996948	0	0.125680923462	1.58130693436
