response	trial_nr	t_start	t_set	t_ball	t_release	t_response	t_goal	t_change	rev_sign
n	1	12.769310052000947	0.981486214999677	1.2952944000007847	0	0.2564063179997902	1.6444659099997807	-12.769310052000947	['-']
n	2	15.944378775000587	0.3256994860003033	0.6361261130005005	0	0.2606729639992409	0.9852720100006991	-15.944378775000587	['-']
n	3	18.46026098100083	0.2583756080002786	0.5693889979993401	0	0.20340844900056254	0.9186274139992747	0.5027627510007733	-
n	4	20.909069283001372	0.0737230559989257	0.38651877399934165	0	0.2017366159998346	0.719060465999064	0.38654620600027556	+
v	5	23.884289179000916	0.32328559400048107	0.6438517229998979	0	0.3450930700000754	0.9959634320002806	-23.884289179000916	['+']
n	6	26.407390962000136	0.4308749390002049	0.7368597300010151	0	0.14488944199911202	1.0855941900008474	0.8697456170011719	-
v	7	29.023748957000862	0.18278127499979746	0.5031413619999512	0	0.026281828999344725	0.8517962789992453	0.6689264199994795	+
[]	8	31.406230869000865	0.8318946060007875	1.1524763380002696	0	-32.558707207001135	1.5022946429999138	-31.406230869000865	['+']
n	9	34.43913206600155	0.688030704999619	1.0020180249994155	0	0.15218183400065755	1.3512463779989048	-34.43913206600155	['-']
v	10	37.32075828100096	0.22930984800041188	0.5362865650004096	0	0.07219954399988637	0.8688375780002389	0.603011355999115	-
n	11	40.4459610670001	0.4174793700003647	0.7267258850006328	0	0.140710757999841	1.059292257999914	0.6934361970015743	+
v	12	43.76152301300135	0.06953188199986471	0.37697591299911437	0	0.1749849420011742	0.7094163259989728	0.5435727469994163	-
n	13	46.727380706000986	0.11138955400019768	0.4272259989993472	0	0.1589161600004445	0.7759293519993662	0.4272581379991607	-
n	14	49.03408892400148	0.5000595659985265	0.8192573319993244	0	0.1720854409995809	1.151706781998655	0.91916990000027	+
v	15	52.44198518900157	0.08455802999924344	0.39364846799981024	0	0.12584181099919078	0.7428666349987907	-52.44198518900157	['+']
n	16	54.71614602800037	0.3864332730008755	0.7020001359996968	0	0.1113416740008688	1.051203971999712	-54.71614602800037	['-']
v	17	57.29835677700066	1.0282645170009346	1.335439968999708	0	0.14375771400045778	1.6846460640008445	1.4022623109995038	+
n	18	60.51365442000133	0.27753532099995937	0.5860855800001445	0	0.2137944049991347	0.935241748999033	-60.51365442000133	['-']
v	19	62.97985957200035	0.36324092900031246	0.669087087000662	0	0.024668305999512086	1.0015621640013705	0.6357721900003526	-
v	20	66.23794240300049	0.3294888410000567	0.6432627140002296	0	0.008459922999463743	0.9924611950009421	-66.23794240300049	['+']
n	21	68.76102020200051	0.35056451200034644	0.6693631970010756	0	0.05167568799879518	1.0186010569996142	-68.76102020200051	['-']
v	22	71.31135561000156	0.18330160099867499	0.5016366799991374	0	0.020741472000736394	0.850825575998897	-71.31135561000156	['+']
n	23	73.69277012300154	0.35463177199926577	0.6694103509998968	0	0.08755910999934713	1.0191071209992515	-73.69277012300154	['-']
v	24	76.24235073700038	0.2440607580010692	0.5523669659996813	0	0.08707875500113005	0.8849753459999192	-76.24235073700038	['-']
n	25	79.38433788700058	0.13488365200100816	0.442802395000399	0	0.23876559500058647	0.7753761990006751	0.3761853449996124	+
v	26	82.41576974100099	0.12828700699901674	0.4440213670004596	0	0.08610084499923687	0.7929619370006549	-82.41576974100099	['+']
n	27	84.73920875100157	0.3553628319987183	0.6695052069990197	0	0.0571455799999967	1.0020190609993733	0.8024983739996969	+
v	28	87.99721097900147	0.24171058899992204	0.5605075450002914	0	0.07624559899886663	0.9096874099996057	0.5940366960003303	+
n	29	90.43728911200014	0.32138366300023335	0.6362759180010471	0	0.07240603599893802	0.9689154630013945	-90.43728911200014	['+']
v	30	93.66180603300018	0.3778452950009523	0.6940676580015861	0	0.10201548899931367	1.026601217001371	0.7940999250004097	-
n	31	96.94448461700085	0.1663429559994256	0.4770475559998886	0	0.036512950999167515	0.8262894840008812	0.5106061890001001	-
v	32	99.30132002200116	0.48271729099906224	0.8028024899995216	0	0.10591216800094116	1.1519568120002077	-99.30132002200116	['+']
