response	trial_nr	t_start	t_set	t_ball	t_release	t_response	t_goal	t_change	new_pos	correct
v	1	20.900632997974753	21.6567931198515	22.06684513820801	0	22.187100696726702	22.53976753272582	22.017366697546095	[5]	0
v	2	24.324566304683685	24.652440258534625	25.057611883152276	0	25.383298029191792	25.558850250206888	25.05798751907423	[-5]	1
v	3	27.345103533938527	27.445792035665363	27.85201215662528	0	28.325678346096538	28.330436899559572	27.80192407721188	[-5]	1
v	4	30.08913123002276	30.56855192128569	30.973462448106147	0	31.389675219426863	31.47502718749456	31.075942918192595	[-5]	1
n	5	33.26101937342901	33.61373990145512	34.02466224587988	0	34.43829770281445	34.52144799253438	34.12206855136901	[5]	1
v	6	36.28157712914981	36.65949769876897	37.06725074304268	0	37.3665019699838	37.59355901321396	37.318757289554924	[5]	0
v	7	39.32799136568792	39.45537875813898	39.86015668336768	0	40.26360316877253	40.361683653783984	40.01136883802246	[-5]	1
v	8	42.147470574243926	42.49958474782761	42.9067564799916	0	43.42649739666376	43.43637773627415	43.158244142076	[-5]	1
n	9	45.196550799766555	45.39488782035187	45.80246187292505	0	46.25271670485381	46.30346377415117	45.80323777673766	[5]	1
n	10	48.06348494114354	48.165740850614384	48.57004338083789	0	49.037502339924686	49.072016598656774	48.72656821855344	[5]	1
v	11	50.832773847854696	51.18608143541496	51.59097061457578	0	52.03884929243941	52.09257804916706	51.64189371431712	[-5]	1
n	12	53.878615393536165	54.08122029551305	54.48982231807895	0	54.883845061878674	54.988373759086244	54.68864540744107	[5]	1
n	13	56.74845609511249	57.027328645344824	57.43330860568676	0	57.774151970865205	57.933998913737014	57.484234168659896	[5]	1
v	14	59.693277019425295	59.92130898672622	60.32652043283451	0	60.86171948781703	60.859559771139175	60.52963151957374	[-5]	0
