response	trial_nr	t_start	t_set	t_ball	t_release	t_response	t_goal	t_change	new_pos	correct
v	1	32.67689338611103	34.38967984386716	34.69751514240886	0	35.07124867288451	35.19613411859564	35.12178996122134	[5]	0
[]	2	36.98151587479481	37.41028600001471	37.71373108789692	0	0.0	38.21754573512419	37.71408209127401	[5]	na
v	3	39.977306297452174	40.15402726085176	40.46309373965971	0	40.77866539476747	40.96206454028413	40.88661359331388	[-5]	1
v	4	42.74643310778799	43.09962789536735	43.39262498799201	0	43.77746336215	43.88337368845839	43.60963251793805	[5]	0
n	5	45.666635466366415	45.92134979067055	46.229537324180114	0	46.748172438235315	46.75823338974021	46.72828028050708	[5]	1
n	6	48.561669035426235	48.81392223078865	49.11987401647207	0	49.48509889666457	49.6222567341332	49.42363069682585	[5]	1
[]	7	51.406360509615865	51.68760699445045	51.995817517654814	0	0.0	52.491084514223644	51.99636352290793	[-5]	na
v	8	54.25090501397028	54.47828910690782	54.77340166199065	0	55.16419559871076	55.26267573774339	54.88809766022382	[5]	0
n	9	56.997209215255	57.37420285285691	57.673563575127446	0	57.94308646088177	58.179510106023486	57.87878806539254	[-5]	0
v	10	59.965494520652555	60.3941969083786	60.69165564392904	0	61.00414298515193	61.17737904341516	60.80321847517564	[-5]	1
n	11	62.93605457425133	63.26346067161103	63.564522631301884	0	63.98464977655408	64.0969935226534	64.07189903911285	[-5]	0
v	12	65.85641129220971	66.18426117278636	66.48205079573074	0	66.85945939314342	66.96533934021215	66.79497297479259	[-5]	1
