trial	speed	player_pos	ball_pos	distance	broad	jitter	change_loc	shift_pos	trial_nr	block
54	0.5	5	1	9	5	0.44999999999999996	-4.5	5	46	9
56	0.5	5	1	9	5	0.75	-8.0	-5	47	9
72	0.5	5	1	9	5	0.3	-4.5	5	48	9
45	0.5	5	1	9	5	0.6	-4.5	-5	49	9
8	0.5	5	1	9	5	0.3	-5.0	-5	50	9
65	0.5	5	1	9	5	0.3	-8.0	5	51	9
31	0.5	5	1	9	5	0.44999999999999996	-7.0	5	52	9
55	0.5	5	1	9	5	0.9	-8.5	-5	53	9
71	0.5	5	1	9	5	0.3	-5.0	5	54	9
26	0.5	5	1	9	5	0.44999999999999996	-5.0	-5	55	9
7	0.5	5	1	9	5	0.3	-5.5	-5	56	9
66	0.5	5	1	9	5	0.3	-7.5	5	57	9
33	0.5	5	1	9	5	0.3	-6.0	5	58	9
53	0.5	5	1	9	5	0.44999999999999996	-5.0	5	59	9
29	0.5	5	1	9	5	0.75	-8.0	5	60	9
14	0.5	5	1	9	5	0.44999999999999996	-6.5	5	61	9
22	0.5	5	1	9	5	0.75	-7.0	-5	62	9
17	0.5	5	1	9	5	0.75	-5.0	5	63	9
64	0.5	5	1	9	5	0.3	-8.5	5	64	9
51	0.5	5	1	9	5	0.3	-6.0	5	65	9
52	0.5	5	1	9	5	0.44999999999999996	-5.5	5	66	9
58	0.5	5	1	9	5	0.75	-7.0	-5	67	9
42	0.5	5	1	9	5	0.3	-6.0	-5	68	9
38	0.5	5	1	9	5	0.3	-8.0	-5	69	9
15	0.5	5	1	9	5	0.75	-6.0	5	70	9
62	0.5	5	1	9	5	0.9	-5.0	-5	71	9
50	0.5	5	1	9	5	0.9	-6.5	5	72	9
