response	trial_nr	t_start	t_set	t_ball	t_release	t_response	t_goal	t_change	rev_sign
v	1	32.49887169500107	1.0028712139992422	1.3189234379988193	0	0.12734463199922175	1.6681240889993205	-32.49887169500107	['+']
n	2	35.697386697000184	1.196634232001088	1.5026799560000654	0	0.11299698699986038	1.83522464500129	1.5694128289997025	+
v	3	39.78833776000101	1.1376828329994169	1.4438463610003964	0	0.16091797099761607	1.7930098449996876	1.4771899269999267	+
n	4	43.11197205700046	1.0059350080009608	1.3192524179994507	0	0.1299591609986237	1.668384058000811	1.3859034050001355	-
v	5	46.31094654700064	0.9992934780002543	1.3193140959992888	0	0.15502687499974854	1.651775116999488	-46.31094654700064	['-']
v	6	50.218255036999835	0.6359672930011584	0.944159718001174	0	0.03086381599860033	1.2767319829999906	-50.218255036999835	['-']
n	7	53.75070956400123	0.6714320729988685	0.9772660290000204	0	0.12138236699865956	1.3098069499992562	-53.75070956400123	['+']
v	8	57.31671437700061	0.6174928769996768	0.9268276650000189	0	0.1983060119982838	1.2593669559992122	0.8602282179999747	-
n	9	60.8321794830008	0.3824464690005698	0.6936788490002073	0	0.13184479999836185	1.0428789389989106	-60.8321794830008	['-']
v	10	63.40573753600074	0.39297891900059767	0.7026489689997106	0	0.24512778899952536	1.0518775210002786	0.8694792959995539	+
n	11	65.98773249700025	0.4913664260002406	0.8031744479994813	0	0.13865601500037883	1.1356884750002791	-65.98773249700025	['+']
v	12	69.37981209800091	0.29066403199976776	0.6101908029995684	0	0.11571038799957023	0.9426193309991504	-69.37981209800091	['-']
v	13	72.57837764100077	0.3888518469993869	0.7104924180002854	0	0.20114175099843123	1.0597406050001155	0.6771877909995965	+
n	14	75.16911276300016	0.7747134000001097	1.0855080929995893	0	0.09923968200018862	1.4346978249996027	-75.16911276300016	['-']
v	15	78.13440443000036	0.38433618800081604	0.7027959770002781	0	0.14870246599821257	1.051923760000136	-78.13440443000036	['+']
n	16	80.71717703700051	0.34672368000065035	0.652496393000547	0	0.12015760699796374	1.0017416160007997	-80.71717703700051	['-']
v	17	83.24949682100123	0.34238746499977424	0.6527114419986901	0	0.11569257999872207	1.00191702399934	-83.24949682100123	['+']
v	18	85.78189580300022	0.3930046420009603	0.7028957639995497	0	0.045125925998945604	1.0353810220003652	0.802533244001097	-
v	19	89.07316423200064	0.45380190600008063	0.7605691669996304	0	0.0721621429984225	1.1097479979998752	0.6940038630000345	+
n	20	91.7137265780002	0.686182789000668	1.0024820750004437	0	0.2457620869990933	1.351624486000219	-91.7137265780002	['-']
[]	21	94.59625628400136	0.21843872899989947	0.5365702829985821	0	-95.13282656699994	0.8855646649990376	0.7025610689997848	-
v	22	97.01264272899971	0.23528327200074273	0.5520411580000655	0	0.013374668998949346	0.8845320340005856	0.5850370040006965	-
n	23	100.15344982600072	1.5257508300001064	1.8431344469991018	0	0.08607249799933925	2.1924308039997413	1.8431622890002473	-
v	24	103.87650090200077	0.3633777489994827	0.6693375340000784	0	0.13642198299930897	1.0184987749998982	0.7694730229995912	+
v	25	106.42567399000109	0.2774428489992715	0.5862755029993423	0	0.06227083799967659	0.9352265809993696	-106.42567399000109	['+']
n	26	108.89178572899982	0.2836175140000705	0.6024595100006991	0	0.12408251799934078	0.9349989110014576	0.738436139001351	+
v	27	112.08292621800138	0.2602747909986647	0.5771268139997119	0	0.06227714299893705	0.9262159399986558	-112.08292621800138	['+']
n	28	114.53965556399999	0.3401897640014795	0.6528285920012422	0	0.10594607099847053	1.0020384260005812	-114.53965556399999	['-']
v	29	117.07215663300121	0.9758444009985396	1.2860976809988642	0	0.13233263199981593	1.618537992999336	1.252781953999147	-
v	30	120.94682129600005	0.021054058001027443	0.3271047890011687	0	0.06481521199748386	0.6763140889997885	-120.94682129600005	['+']
n	31	123.15539264600011	0.23582009300116624	0.5511021330003132	0	0.12808229699840012	0.9003168950002873	0.6870060809997085	-
v	32	125.58637658000043	0.38907929200104263	0.7026717589997133	0	0.06560633599838184	1.0518322930001887	0.7026996990007319	+
