trial	speed	player_pos	ball_pos	direction	distance	broad	jitter	change_loc	trial_nr	block
13	0.5	5	1	+	9	5	0.3	-5	7	7
3	0.5	5	1	-	9	5	0.3	-3	8	7
26	0.5	5	1	+	9	5	0.6	-2	9	7
31	0.5	5	1	+	9	5	0.6	-7	10	7
14	0.5	5	1	+	9	5	0.9	-6	11	7
8	0.5	5	1	-	9	5	0.3	-8	12	7
16	0.5	5	1	+	9	5	0.6	-8	13	7
20	0.5	5	1	-	9	5	0.9	-4	14	7
11	0.5	5	1	+	9	5	0.3	-3	15	7
12	0.5	5	1	+	9	5	0.75	-4	16	7
23	0.5	5	1	-	9	5	0.44999999999999996	-7	17	7
5	0.5	5	1	-	9	5	0.44999999999999996	-5	18	7
24	0.5	5	1	-	9	5	0.44999999999999996	-8	19	7
9	0.5	5	1	+	9	5	0.3	-1	20	7
27	0.5	5	1	+	9	5	0.44999999999999996	-3	21	7
10	0.5	5	1	+	9	5	0.75	-2	22	7
15	0.5	5	1	+	9	5	0.9	-7	23	7
2	0.5	5	1	-	9	5	0.44999999999999996	-2	24	7
30	0.5	5	1	+	9	5	0.44999999999999996	-6	25	7
4	0.5	5	1	-	9	5	0.9	-4	26	7
7	0.5	5	1	-	9	5	0.9	-7	27	7
21	0.5	5	1	-	9	5	0.75	-5	28	7
32	0.5	5	1	+	9	5	0.75	-8	29	7
1	0.5	5	1	-	9	5	0.44999999999999996	-1	30	7
6	0.5	5	1	-	9	5	0.3	-6	31	7
28	0.5	5	1	+	9	5	0.3	-4	32	7
12	0.5	5	1	+	9	5	0.75	-4	1	8
20	0.5	5	1	-	9	5	0.9	-4	2	8
29	0.5	5	1	+	9	5	0.9	-5	3	8
2	0.5	5	1	-	9	5	0.44999999999999996	-2	4	8
30	0.5	5	1	+	9	5	0.44999999999999996	-6	5	8
11	0.5	5	1	+	9	5	0.3	-3	6	8
21	0.5	5	1	-	9	5	0.75	-5	7	8
22	0.5	5	1	-	9	5	0.6	-6	8	8
5	0.5	5	1	-	9	5	0.44999999999999996	-5	9	8
6	0.5	5	1	-	9	5	0.3	-6	10	8
19	0.5	5	1	-	9	5	0.3	-3	11	8
28	0.5	5	1	+	9	5	0.3	-4	12	8
10	0.5	5	1	+	9	5	0.75	-2	13	8
3	0.5	5	1	-	9	5	0.3	-3	14	8
31	0.5	5	1	+	9	5	0.6	-7	15	8
24	0.5	5	1	-	9	5	0.44999999999999996	-8	16	8
1	0.5	5	1	-	9	5	0.44999999999999996	-1	17	8
14	0.5	5	1	+	9	5	0.9	-6	18	8
7	0.5	5	1	-	9	5	0.9	-7	19	8
26	0.5	5	1	+	9	5	0.6	-2	20	8
9	0.5	5	1	+	9	5	0.3	-1	21	8
15	0.5	5	1	+	9	5	0.9	-7	22	8
27	0.5	5	1	+	9	5	0.44999999999999996	-3	23	8
4	0.5	5	1	-	9	5	0.9	-4	24	8
23	0.5	5	1	-	9	5	0.44999999999999996	-7	25	8
17	0.5	5	1	-	9	5	0.44999999999999996	-1	26	8
32	0.5	5	1	+	9	5	0.75	-8	27	8
25	0.5	5	1	+	9	5	0.75	-1	28	8
13	0.5	5	1	+	9	5	0.3	-5	29	8
18	0.5	5	1	-	9	5	0.9	-2	30	8
16	0.5	5	1	+	9	5	0.6	-8	31	8
8	0.5	5	1	-	9	5	0.3	-8	32	8
9	0.5	5	1	+	9	5	0.3	-1	1	9
21	0.5	5	1	-	9	5	0.75	-5	2	9
29	0.5	5	1	+	9	5	0.9	-5	3	9
23	0.5	5	1	-	9	5	0.44999999999999996	-7	4	9
32	0.5	5	1	+	9	5	0.75	-8	5	9
6	0.5	5	1	-	9	5	0.3	-6	6	9
10	0.5	5	1	+	9	5	0.75	-2	7	9
4	0.5	5	1	-	9	5	0.9	-4	8	9
18	0.5	5	1	-	9	5	0.9	-2	9	9
20	0.5	5	1	-	9	5	0.9	-4	10	9
27	0.5	5	1	+	9	5	0.44999999999999996	-3	11	9
19	0.5	5	1	-	9	5	0.3	-3	12	9
24	0.5	5	1	-	9	5	0.44999999999999996	-8	13	9
14	0.5	5	1	+	9	5	0.9	-6	14	9
22	0.5	5	1	-	9	5	0.6	-6	15	9
7	0.5	5	1	-	9	5	0.9	-7	16	9
16	0.5	5	1	+	9	5	0.6	-8	17	9
12	0.5	5	1	+	9	5	0.75	-4	18	9
28	0.5	5	1	+	9	5	0.3	-4	19	9
11	0.5	5	1	+	9	5	0.3	-3	20	9
31	0.5	5	1	+	9	5	0.6	-7	21	9
26	0.5	5	1	+	9	5	0.6	-2	22	9
30	0.5	5	1	+	9	5	0.44999999999999996	-6	23	9
25	0.5	5	1	+	9	5	0.75	-1	24	9
15	0.5	5	1	+	9	5	0.9	-7	25	9
17	0.5	5	1	-	9	5	0.44999999999999996	-1	26	9
3	0.5	5	1	-	9	5	0.3	-3	27	9
5	0.5	5	1	-	9	5	0.44999999999999996	-5	28	9
13	0.5	5	1	+	9	5	0.3	-5	29	9
2	0.5	5	1	-	9	5	0.44999999999999996	-2	30	9
1	0.5	5	1	-	9	5	0.44999999999999996	-1	31	9
8	0.5	5	1	-	9	5	0.3	-8	32	9
