response	trial_nr	t_start	t_set	t_ball	t_release	t_response	t_goal	t_change	rev_sign
v	1	14.742072318000055	0.8762398050000684	1.1959768050001003	0	0.13019689699990522	1.5285084370000277	-14.742072318000055	['-']
n	2	18.001398402000177	1.83325299299986	2.1520733359998303	0	0.17080759800001033	2.5012569719999647	-18.001398402000177	['-']
v	3	22.03345498600015	0.32761795399983384	0.635906169000009	0	0.1354326119999314	0.9851326169998629	0.6693102679998901	+
n	4	24.54906608500005	0.028032925999923464	0.3362998760001119	0	0.3992277479999302	0.6860691940000834	-24.54906608500005	['+']
v	5	26.76463370700003	0.16573540500007766	0.486686920000011	0	0.16118839099999605	0.8192221960000552	0.48671271400007754	-
v	6	29.31467531400017	0.286607991999972	0.6025082069998007	0	0.17537208399994597	0.9350154039998415	0.6359277059998476	-
v	7	31.980699577999985	0.2926978200000576	0.6023387790000925	0	0.18962737999981982	0.9515581719999773	0.5357062580001184	+
n	8	34.462801979999995	0.49973369100007403	0.8194859100001395	0	0.06646165099982682	1.168641136000133	0.7861435020001863	-
v	9	37.162150540000084	0.05529001500008235	0.36941001400009554	0	0.1372358749997602	0.7019501130000663	-37.162150540000084	['-']
v	10	39.59485475500014	0.2877795419999529	0.6026106589999927	0	0.08758071399984146	0.9517815330000303	0.5692661629998383	+
n	11	42.07700988300007	0.20594495699992876	0.5196995040000729	0	0.03237332799994874	0.8688914199999545	-42.07700988300007	['-']
v	12	44.47651286400014	0.30912659599994186	0.6194379659998503	0	0.15704080899990913	0.9686457529999188	0.686141366999891	+
n	13	46.975640724000186	0.1620367449997957	0.46964235499990536	0	0.10369423799988908	0.8021480269999302	-46.975640724000186	['+']
n	14	49.50884940900005	0.26897323200000756	0.5855878259999372	0	0.13466914199989333	0.934824363999951	0.7189718770000582	-
v	15	51.97381181300011	0.03600231899986284	0.35331471499989675	0	0.03799833499988381	0.6858874049999031	0.5196224470000743	-
n	16	54.39151852300006	0.17882661900011954	0.48487277100002757	0	0.23294884199981425	0.8173609689999921	-54.39151852300006	['+']
v	17	56.93986626800006	0.14325213899996925	0.4525215030000709	0	0.08521560599979239	0.784942411999964	0.38583437800002685	-
n	18	59.45619928100018	0.2819170369998574	0.6019506149998506	0	0.2028198989999055	0.9344700029998876	0.7352986939999937	+
v	19	62.12181975900012	0.22483324899985746	0.5355294339999546	0	0.11617843099998026	0.8680956270000024	-62.12181975900012	['-']
n	20	64.72078776100011	0.22541607499988459	0.5358285130000695	0	0.22897365899984834	0.8850468460000229	0.6358317189999525	-
v	21	67.13655393199997	0.1136988990001555	0.41933840199999395	0	0.10574769200002265	0.7685500910001792	-67.13655393199997	['+']
n	22	69.43549237000002	0.32687887800011595	0.6362790990001486	0	0.021910770999738816	0.9688232710000193	0.636304341000141	+
n	23	72.1358105920001	0.13861770599987722	0.4519130389999191	0	0.29821044100003746	0.8010721670000294	0.5185658469999908	-
v	24	74.46770627700016	0.16799954099997194	0.4859705909998411	0	0.22013891300002797	0.8351247059999878	-74.46770627700016	['+']
n	25	76.83358889700003	0.14514881800005242	0.4526774739999837	0	0.11164279500007979	0.7852273880000666	-76.83358889700003	['+']
v	26	79.34989932500002	0.11787668300007681	0.4356330840000737	0	0.1244234509999842	0.7682153700000072	-79.34989932500002	['-']
n	27	81.84916177100013	0.1304691450000064	0.4356392849999793	0	0.06544946099984372	0.7681562519999261	0.6019303870000385	+
n	28	84.34840314000007	0.2545001599999068	0.5689435150000008	0	0.23285039899997173	0.9181314659999771	-84.34840314000007	['-']
v	29	86.79703489000008	0.06202494600006503	0.3702658950001023	0	0.11895105199982936	0.7188272040000356	-86.79703489000008	['+']
n	30	89.04696641999999	0.10082065500000681	0.41904595300002256	0	0.21224278499994398	0.7515269880000233	0.519083000000137	+
n	31	91.52952829300011	0.07372384499990403	0.3858186889999615	0	0.16299004600000444	0.7182135369998832	-91.52952829300011	['+']
v	32	93.9788890960001	0.13660302599987517	0.45223822699995253	0	0.12731476699991617	0.784790103999967	-93.9788890960001	['-']
