response	trial_nr	t_start	t_set	t_ball	t_release	t_response	t_goal	t_change	new_pos	correct
n	1	14.791975659999935	16.393953731000238	16.714600235000034	0	16.91706227800023	17.047167799999897	16.781815857999845	[5]	1
v	2	18.778313680999872	19.074637045000145	19.380489306000072	0	19.660999659000026	19.729635845999837	19.48100847400019	[5]	0
n	3	21.260063139000067	21.417716949999885	21.72968403599998	0	21.96500491400002	22.06224611300013	21.88011732799987	[5]	1
n	4	23.793336159999853	24.129647322999972	24.44550589900018	0	24.709064014999967	24.79470920299991	24.595989015000214	[-5]	0
v	5	26.32502228400017	26.577756676000263	26.89476129700006	0	27.109136228000352	27.227322603000175	26.96195924199992	[-5]	1
v	6	28.958149866999975	29.218463489999976	29.52724620700019	0	29.71709250899994	29.859786170999996	29.69431873800022	[-5]	1
n	7	31.591711712000233	31.596242089000043	31.909859207999943	0	32.109275315000104	32.25906385999997	31.960330949999843	[-5]	0
v	8	33.79070167000009	33.801811716999964	34.10912193200011	0	34.33320370399997	34.45832289200007	34.20957354800021	[5]	0
v	9	35.98897904800015	36.20981108600017	36.525032612999894	0	36.82114806300024	36.85756016200003	36.70895242400002	[-5]	1
v	10	38.58838194200007	38.61788966699987	38.92425880000019	0	39.23722391000001	39.27346665499999	39.074666635000085	[5]	0
n	11	40.80412046399988	41.07521407000013	41.39014188800002	0	41.60535344900018	41.73940156200024	41.45736570899999	[-5]	0
v	12	43.2696200270002	43.53011388200002	43.83937410499993	0	44.01332292300003	44.18858662999992	43.90655195199997	[5]	0
n	13	45.71886587400013	45.91435468000009	46.22196794899992	0	46.413386575000004	46.55454001499993	46.27248947999988	[5]	1
v	14	48.285528801000055	48.54595220800002	48.854530605000036	0	49.02940746400009	49.187011326000174	48.97163938499989	[-5]	1
n	15	50.918044892000125	51.17853123199984	51.48695103	0	51.76531459600028	51.83615601400015	51.58744412299984	[-5]	0
v	16	53.36702968899999	53.610644174999834	53.9195087170001	0	54.133453744000235	54.2520690639999	54.0032835840002	[-5]	1
n	17	55.982773482000084	56.138419327000065	56.45203936600001	0	56.62143185600007	56.78456654699994	56.56918881199999	[5]	1
v	18	58.51585275000025	58.68378998900016	59.001310255000135	0	59.165476930000295	59.35047533900024	59.08505504000004	[5]	0
v	19	60.880931188999966	61.051164654999866	61.3671704100002	0	61.61349867900026	61.71636807599998	61.53434778000019	[5]	0
n	20	63.24763311100014	63.37036910200004	63.68316750299982	0	63.8295084209999	64.0156339340001	63.76689505000013	[5]	1
v	21	65.74652623500015	65.93827200199985	66.24897518900025	0	66.54965927500007	66.59816421400001	66.38274899599992	[5]	0
n	22	68.12840257000016	68.46644918799984	68.78159150500005	0	68.97364360400024	69.13070138300009	68.93196975599994	[-5]	0
v	23	70.66122206799992	70.88228872799982	71.19751529099995	0	71.42162351700017	71.52994024300006	71.31457354700024	[-5]	1
n	24	73.26099299199996	73.59475046299985	73.91335062500002	0	74.077631871	74.26244847599992	73.99701370699995	[-5]	0
v	25	75.79293855000014	75.91484054500006	76.22927879899999	0	76.45370619300002	76.56170286199995	76.36293747499985	[-5]	1
n	26	78.29312205499991	78.5305394840002	78.845077296	0	79.03003851099993	79.19418761499992	78.89544037999985	[-5]	0
v	27	80.72482722799987	80.77130778699984	81.07764497500011	0	81.30176406600003	81.41015071499987	81.21137509300024	[-5]	1
v	28	83.14105017800011	83.41842823300021	83.72678693699982	0	83.93389539000009	84.07605279400013	83.82721655800015	[5]	0
n	29	85.60658953500024	85.80251481899995	86.1093929409999	0	86.24579416999995	86.45859735400018	86.20987994500001	[-5]	0
v	30	87.98931066900013	88.24353379500008	88.55859955100004	0	88.87787032999995	88.90780660900009	88.72573078599999	[5]	0
v	31	90.43836813999997	90.48259659999985	90.79128294800012	0	91.10197694099998	91.140427155	90.95945698300011	[5]	0
n	32	92.67109277600002	92.70704970199995	93.02389927200011	0	93.20605251699999	93.35639312100011	93.09103328499987	[5]	1
v	33	95.08709786999998	95.314729274	95.62302788599982	0	95.81395051800018	95.95557646299994	95.70681088099991	[-5]	1
n	34	97.68651708000016	97.97192161400017	98.28895587599982	0	98.52607035900019	98.62140550599997	98.43928490600001	[5]	1
n	35	100.35222034400022	100.57906112199998	100.88805553700013	0	101.07018839000011	101.23725322400014	101.05512193300001	[-5]	0
v	36	102.76768472499998	102.82663786800003	103.1374463709999	0	103.3341210399999	103.486576152	103.32110324999985	[5]	0
n	37	105.01712490499995	105.2588200250002	105.56991611800004	0	105.87820170900022	105.90250390700021	105.75366501999997	[5]	1
v	38	107.63355050400014	107.90700188400024	108.21919244799983	0	108.46213898399992	108.56826309400003	108.40280106099999	[5]	0
n	39	110.09942128000012	110.18755257700013	110.50167012300017	0	110.67018322500007	110.85088208900015	110.65213621600014	[-5]	0
v	40	112.3811748500002	112.5789203889999	112.88425297899994	0	113.19827696300035	113.21681312700002	113.01804943700017	[-5]	1
n	41	114.94798001500021	115.18733982000003	115.50009779799984	0	115.67824159700012	115.84931345899986	115.68474110099987	[-5]	0
v	42	117.37997883400021	117.62784008000017	117.949360006	0	118.13430184400022	118.29858701100011	118.08309624499998	[5]	0
v	43	119.82899429300005	119.89226707499984	120.19863111599989	0	120.40628324900035	120.5311676870001	120.29909065799984	[-5]	1
n	44	122.26222554600008	122.36310756600005	122.68120171100009	0	122.96666285600031	123.03040730800012	122.84826711300002	[-5]	0
v	45	124.56102124900008	124.763081866	125.08042508400013	0	125.31838379400006	125.42965841100022	125.1976150129999	[5]	0
n	46	126.96010711500003	126.97934991600005	127.29640909799991	0	127.53441855100027	127.62900882099984	127.34690607599987	[5]	1
v	47	129.359932588	129.44394289899992	129.7623048370001	0	129.99846188400033	130.11149244099988	129.87940995200006	[5]	0
n	48	131.641978139	131.84385243999986	132.16170629199996	0	132.49451524699998	132.496160187	132.21201349000012	[5]	1
n	49	134.22628189599982	134.29998769099984	134.61080618799997	0	134.8145613480001	134.96000300000014	134.66131296100002	[-5]	0
v	50	136.49048874300024	136.66717733799987	136.97666925800013	0	137.20655451099992	137.32590727600018	137.1105059659999	[5]	0
n	51	138.85722097200005	139.0275224699999	139.34261655199998	0	139.57473531799997	139.675151122	139.4936304140001	[5]	1
v	52	141.406464443	141.65203803700024	141.95850588600024	0	142.13463898400005	142.30766366299986	142.04227559399988	[5]	0
n	53	143.83793534899996	143.85273032199984	144.17446502300027	0	144.43865173600034	144.50696457799995	144.2249608940001	[5]	1
n	54	146.23808734000022	146.45218821000026	146.77359490200024	0	147.0307741370002	147.10613622600022	146.8907144220002	[5]	1
n	55	148.83737435700004	149.14810481199993	149.4562756800001	0	149.73473104200002	149.8053000230002	149.55665275599995	[-5]	0
v	56	151.33668514800002	151.54872545199987	151.85539403199982	0	152.0467808620001	152.20456197500016	151.93912853099982	[5]	0
n	57	153.73519462100012	154.01229868600012	154.3212307220001	0	154.58277201600004	154.65377503399986	154.38845638400016	[5]	1
v	58	156.38488884200024	156.65155514800017	156.97038896499998	0	157.31092227900035	157.32107329600012	157.087509384	[-5]	1
n	59	159.05068556900005	159.2755520730002	159.58631115300022	0	159.77488520700035	159.93546036999987	159.77001670000027	[-5]	0
v	60	161.46613763799996	161.72495329799995	162.03562099600003	0	162.26297309200027	162.38466835300005	162.21922766199987	[5]	0
n	61	163.9152622890001	164.21167854600026	164.51803475199995	0	164.7109580890001	164.86721397400015	164.70185863100005	[-5]	0
v	62	166.39774447699983	166.57216197200023	166.88395254299985	0	167.07107066300023	167.21655779999992	167.01772509600005	[-5]	1
n	63	168.94736359499984	169.2756851879999	169.58317865000026	0	169.87897398099994	169.91565051499992	169.75018122099982	[5]	1
