response	trial_nr	t_start	t_set	t_ball	t_release	t_response	t_goal	t_change	new_pos	correct
n	1	20.17236410600026	21.807871688999967	22.408371706000253	0	22.651094391000242	22.794667550000213	22.51231342200026	[5]	1
v	2	24.525844834000054	24.90364465399989	25.504616846999852	0	25.77938649600037	25.893760060000204	25.877572364000116	[-5]	1
v	3	27.62461331500026	27.840576650000003	28.441144219999842	0	28.71520926300036	28.82617256399999	28.643688154999836	[-5]	1
v	4	30.55711013200016	35.503995766000116	36.104893878999974	0	36.40341115000001	36.49041093300002	36.40877912999986	[-5]	1
n	5	38.22124936299997	39.2410917279999	39.842030195999996	0	40.1154526600003	40.22263940799985	39.95690477800008	[-5]	0
[]	6	41.95341530299993	43.120363976000135	43.721276278999994	0	0.0	44.10508819400002	44.022269613999924	[5]	na
v	7	45.83560730599993	67.61667377599997	68.21761658700007	0	68.46002073	68.61387514199987	68.59761721599989	[-5]	1
v	8	70.3445389970002	71.34522690199992	71.94611174300007	0	72.14006289999998	72.32931561199985	71.94659279400003	[5]	0
[]	9	74.06028515600019	74.29720885899997	74.898269712	0	0.0	75.27872840300006	74.898756477	[-5]	na
n	10	77.00902316300017	77.43257863100007	78.03349388800007	0	78.25222034900025	78.42740613800015	78.41124240499994	[5]	1
v	11	80.15827714800025	80.32183682000004	80.92258993299993	0	81.20430152200015	81.29320119100021	81.12742780300005	[5]	0
v	12	83.02400178200014	83.16215586599992	83.76303079399986	0	83.99659482100014	84.15893314200002	84.14292850599986	[5]	0
