response	trial_nr	t_start	t_set	t_ball	t_release	t_response	t_goal	t_change	new_pos	correct
v	1	15.227412419525763	16.537313916893936	17.42892817937218	0	17.87554853983579	17.974102108729767	17.851346990854154	[-5]	1
[]	2	19.758601224858126	20.18727898076827	21.087063206060748	0	0.0	21.628346950622245	21.196296688580787	[-5]	na
n	3	23.433921458991676	23.813177939417187	24.712871848051236	0	24.999146476346482	25.250847129202953	25.125927695767473	[5]	1
v	4	27.008861295781344	27.487315435855862	28.385325349340746	0	28.716323144761986	28.925559368013296	28.703149259772886	[5]	0
v	5	30.734473950623055	30.911010996463688	31.805417685808038	0	32.183917117192436	32.349253286500016	31.92229154709969	[5]	0
[]	6	34.132993332167416	34.56202209145465	35.46299808610786	0	0.0	36.002663930892936	35.463354015848154	[5]	na
[]	7	37.80850651552589	38.06050846636572	38.96247589161021	0	0.0	39.49861651300523	38.96281170536736	[-5]	na
n	8	41.25716970582221	41.58513371381275	42.47735925585641	0	42.79224948577962	43.02326639226828	43.001351465634116	[5]	1
v	9	44.80682949939114	44.98375778057482	45.880883411867785	0	46.21482347770211	46.42020359016931	46.1970647907076	[-5]	1
v	10	48.18011358551382	48.6838531057025	49.58764328532595	0	49.99716033092193	50.1474595976639	49.7940841767678	[-5]	1
n	11	51.931112610914965	52.25904254489353	53.149505269977	0	53.495069500279556	53.69574739908546	53.36902442408757	[5]	1
n	12	55.480583560561854	55.782827847417366	56.68115797450935	0	57.10586915576255	57.22125733925486	57.197808261018395	[-5]	0
