response	trial_nr	t_start	t_set	t_ball	t_release	t_response	t_goal	t_change	new_pos	correct
v	1	30.41105289326515	31.493952671531588	31.90039571095258	0	32.15029448270798	32.426911299466155	32.00592889031395	[5]	0
v	2	34.13685547129717	34.44225489965174	34.847636716091074	0	35.31300232943613	35.37269943498541	35.04919558484107	[5]	0
n	3	37.10745487548411	37.4602809100179	37.86731224053074	0	38.150327325216495	38.36788144195452	38.01923748780973	[5]	1
n	4	40.153369906242006	40.63192437693942	41.03970287402626	0	41.27646752400324	41.53990916593466	41.29512999264989	[5]	1
v	5	43.30022673634812	43.68203831987921	44.08827404107433	0	44.511523267952725	44.586911693564616	44.38939984049648	[-5]	1
v	6	46.346260410617106	46.67387285607401	47.08410550816916	0	47.505206425790675	47.58235110354144	47.431996958795935	[-5]	1
n	7	49.36706653772853	49.71995250985492	50.12675517448224	0	50.47582758811768	50.57925077260006	50.08278318750672	[5]	1
v	8	52.362916068173945	52.71632218325976	53.1257005201187	0	53.52365774649661	53.62310945300851	53.22798968257848	[-5]	1
v	9	55.38367211050354	55.61042198911309	56.01679154345766	0	56.5124933529878	56.54282147355843	56.36951658735052	[5]	0
v	10	58.27884463418741	58.53322407731321	58.939668348408304	0	59.326189409708604	59.38921469100751	58.89052982733119	[-5]	1
n	11	61.17394326219801	61.37771940941457	61.78569906682242	0	62.10791823011823	62.283832176588476	62.08768328675069	[5]	1
v	12	64.04371786827687	64.44765051000286	64.8557020103326	0	65.28829656739254	65.35489593248349	65.0076260259375	[-5]	1
n	13	67.11492243630346	67.4424137751339	67.85100717656314	0	68.1752670899732	68.35063790378626	67.85187093401328	[5]	1
v	14	70.13599992450327	70.46619830548298	70.87373541027773	0	71.14523509738501	71.37202903768048	71.12290275050327	[-5]	1
v	15	73.15645381587092	73.53544833487831	73.94717860443052	0	74.44310415349901	74.44792597636115	73.94821355340537	[-5]	1
n	16	76.20289966335986	76.55486235104036	76.96103854523972	0	77.3140885947505	77.48770233546384	77.01525903085712	[-5]	0
v	17	79.22325749043375	79.3492995724082	79.75862864556257	0	79.95712153299246	80.28326892794576	79.81025498500094	[5]	0
v	18	82.01773863867857	82.49683295784052	82.90555855014827	0	83.127521911636	83.40408905409276	83.10752179205883	[-5]	1
