response	trial_nr	t_start	t_set	t_ball	t_release	t_response	t_goal
n	1	59.14931994500057	1.4169409029991584	1.7385522679996939	0	0.4963299789997109	1.9883231529993282
v	2	62.667569533999995	0.25825803600037034	0.5695335680002245	0	0.08320256699971651	0.7355029730006208
v	3	65.65871803099981	0.2902022930002204	0.6108675210007277	0	0.01868582199949742	0.67677625000033
n	4	68.5904396650003	0.20576706500014552	0.5115217299999131	0	0.1463424749999831	0.6622396109996771
v	5	71.50755709100031	0.13872852500026056	0.46026627799983544	0	0.0650323820000267	0.5428514109999014
n	6	73.5807402370001	0.08038669300003676	0.3865903060004712	0	0.1693188459994417	0.5704274290001194
v	7	76.4050699770005	0.14490052099972672	0.46115653899960307	0	0.1662441979997311	0.660425944999588
n	8	79.32105107000007	0.07612895900001604	0.39431460500054527	0	0.1411384849998285	0.6768603440004881
v	9	81.5290535109998	0.18056462599997758	0.5022381240005416	0	0.08182654899974295	0.6014850240007945
v	10	84.38574942700052	0.10085810199961998	0.4113221709994832	0	0.0435285980001936	0.5272678889996314
n	11	86.44364381300056	0.24984721900000295	0.5693953179998061	0	0.16359900099996594	0.7368363319992568
v	12	89.43462370599991	0.32324689899996883	0.644162026000231	0	0.08234653799991065	0.7282751829998233
v	13	92.41710975499973	0.13251426500028174	0.4441325150000921	0	0.1874315969998861	0.5606463890007944
n	14	94.50725998000053	0.04223907899995538	0.3533609919995797	0	0.09224993299994821	0.6359211549997781
v	15	96.67394919300023	0.07577764899997419	0.3859581609995075	0	0.1730118780005796	0.6685578119995625
v	16	98.87297725900044	0.18062542799998482	0.48627370199938014	0	0.28183750200059876	0.7360150969998358
v	17	101.13894961700043	0.13033768300010706	0.4362358589996802	0	0.12176556000031269	0.6688184939994244
v	18	104.06308689399975	0.3189688020001995	0.6278410700006134	0	0.13398726800005534	0.8437199830004829
n	19	106.43715559700013	0.29649493699980667	0.6030031070004043	0	0.08892100399953051	0.8855622339997353
v	20	108.85303692100024	0.16994119100036187	0.48640907899971353	0	0.08562661300038599	0.7024035289996391
n	21	111.08552037400023	0.03371036099997582	0.3533021709999957	0	0.3622797649995846	0.6363966420003635
n	22	113.25163659700047	0.1302576649995899	0.4364070619994891	0	0.19305211899973074	0.5862495020001006
n	23	115.36763359399993	0.14283739400070772	0.4532207540005402	0	0.19624383399968792	0.6857118389998504
n	24	118.30844995900043	0.1934200529994996	0.5113487279995752	0	0.10141438499977085	0.7939338749993112
v	25	120.63282241600064	0.05281666399969254	0.3696336679995511	0	0.02276428400000441	0.5355817149993527
v	26	123.42360448900035	0.09454511799958709	0.4112937640002201	0	0.15837495299911097	0.6105722349993812
v	27	126.28949119299978	0.15747805900082312	0.4779377810000369	0	0.03388667900071596	0.5438237010002922
v	28	129.0888215619998	0.08626603400080057	0.39437384700067923	0	0.09418237799945928	0.6103173450001123
n	29	131.22959946399988	0.0651151790007134	0.38634691200059024	0	0.08941451600003347	0.5355169710001064
v	30	133.2952283730001	0.1512739910003802	0.4700335930001529	0	0.05268257399984577	0.5859099770004832
n	31	135.41162515199994	0.2665633169999637	0.5862356110001201	0	0.011633332999736012	0.6521568200005277
v	32	138.31903383500048	0.11986685899955773	0.4279404439994323	0	0.022569206000298436	0.5605565599998954
v	33	141.13484361200062	0.040019031999690924	0.3613000559998909	0	0.10546582099959778	0.49389892499948473
n	34	143.88392570700034	0.12236595299964392	0.4279507969995393	0	0.26592377399992984	0.6957249859997319
v	35	146.8330558130001	0.12597502100015845	0.44458304599993426	0	0.26006158699965454	0.627773445999992
v	36	148.99042232600004	0.016988645999845176	0.3365921000004164	0	0.01871444399967004	0.5191823169998315
v	37	151.0397429069999	0.19130025600043155	0.5032246220007437	0	0.07479861499905383	0.587308261000544
n	38	153.88093919499988	0.07812269100031699	0.3946273440005825	0	0.07019619099992269	0.6104374850001477
v	39	156.02168958200036	0.040624852999826544	0.3531248549998054	0	0.04299247099970671	0.4524105899999995
v	40	158.72914673700052	0.02131885800008604	0.3281444949998331	0	0.08852598700013914	0.42891586599944276
v	41	161.41187922000063	0.09880742699988332	0.4112233159994503	0	0.0748454300000958	0.5604706089998217
n	42	163.50298418200055	0.2478048189996116	0.5695058929995866	0	0.08941707899975881	0.735340300999269
[]	43	166.49358292899979	0.042276963000404066	0.36149935299999925	0	-166.85508228199978	0.6110463680006433
n	44	168.6347076840002	0.19706786099959572	0.5028882229998999	0	0.128470562000075	0.7520149399997536
v	45	170.91714600100022	0.19379882399971393	0.5029517780003516	0	0.10202124499937781	0.718914168000083
v	46	173.1662138470001	0.16858474600030604	0.48678840400043555	0	0.045111619999261166	0.5691566080004122
n	47	175.26580115199977	0.14115641200078244	0.45298511600049096	0	0.04340851199958706	0.51895383900046
v	48	178.03991815500012	0.06336139500035642	0.3780082279999988	0	0.01637512199977209	0.6105938270002298
v	49	180.90523896000013	0.27084522299992386	0.5784256220003954	0	0.03861917899939726	0.7276995419997547
n	50	183.162797039	0.1407855630004633	0.45359845199982374	0	0.025937299000361236	0.5695309829998223
v	51	185.2629025820006	0.11213443599990569	0.4194354229994133	0	0.1760688200001823	0.6687390539991611
v	52	187.4619495930001	0.2898258969999006	0.6029827610000211	0	0.0574784959999306	0.7189306749996831
n	53	189.71104441399984	0.13724712300063402	0.4532490669998879	0	0.054168670000763086	0.6025653110000349
n	54	191.8436906880006	0.2037038129992652	0.5199899589997585	0	0.2788130419994559	0.8040949509995698
n	55	194.90164329100025	0.11360074699950928	0.4277501320002557	0	0.08142467899961048	0.610351155999524
v	56	197.04215629200007	0.21336362800047937	0.5198757180005487	0	0.11257695599942963	0.7190968579998298
n	1	204.28886870099996	0.40705570000045554	0.7208373700004813	0	0.05700320500000089	0.8867619960001321
v	2	207.43017199800033	0.2666343880000568	0.5786141829994449	0	0.09781877900059044	0.7278804159996071
n	3	209.6880970809998	0.11968699099998048	0.4366299410003194	0	0.09408524999980727	0.6027264670001387
v	4	212.54534090900052	0.21416496799974993	0.5284743049996905	0	0.04101305600033811	0.6277594859993769
v	5	215.42776084199977	0.13231658000040625	0.44519416599996475	0	0.12992810600007942	0.5283586390005439
n	6	217.48638087900054	0.08919156199954159	0.4025821619998169	0	0.08999533799942583	0.6352026059994387
v	7	220.3760111749998	0.04848673900050926	0.36223623900059465	0	0.13672868799949356	0.5946753280004486
n	8	223.22521587200026	0.27076234000014665	0.5786083909997615	0	0.06321794300038164	0.7944908399995256
v	9	225.54947679500037	0.2582626559997152	0.5703558420000263	0	0.011285044999567617	0.6695866019999812
v	10	228.47360663900054	0.2862738690000697	0.5957272279993049	0	0.029824682000253233	0.7611597029999757
v	11	231.48949694900057	0.15830724299939902	0.4784349689998635	0	0.011272822999671916	0.544417453999813
n	12	234.28852672599987	0.023290259000532387	0.3286030050003319	0	0.17813205899983586	0.5945240670007479
n	13	237.1376504760001	0.26266084000053525	0.5785094650000246	0	0.1591535629995633	0.7611295750002682
