response	trial_nr	t_start	t_set	t_ball	t_release	t_response	t_goal	t_change	rev_sign
v	18	280.5140910499995	0.32132894300048065	0.6364558760005821	0	0.08708888499950262	0.9189414170004966	0.5697826900004657	['+']
n	19	283.02961708099974	0.2374917050001386	0.55343459300002	0	0.1585791050001717	0.9026200329999483	0.7209616139998616	['-']
v	20	285.4623735839996	0.18905565499972	0.5032138739998118	0	0.18402308199983963	0.8192601540004034	0.46994541000003665	['+']
n	21	287.84423714999957	0.3261246060001213	0.6373472430004767	0	0.13226714599932166	0.9697166340001786	0.7038661180004055	['+']
n	22	290.5445940899999	0.26704798899936577	0.5859599299992624	0	0.139115908000349	0.9351764339999136	0.6526632029999746	['-']
v	23	293.009783816	0.30470212699947297	0.6200587139992422	0	0.10384180500022921	0.9025110169995969	0.5533472459992481	['+']
v	24	295.5088273809997	0.2543611740002234	0.5701282509999146	0	0.19070819199987454	0.9193183520001185	0.7368224229994667	['+']
n	25	297.9581166889993	0.31714210900008766	0.6366637400005857	0	0.1389334579998831	0.9858573580004304	0.770016217000375	['-']
v	26	300.4741137759993	0.24164906200076075	0.55322822800008	0	0.13842117600052006	0.9025628510007664	0.5866059370000585	['+']
n	27	302.906382143	0.11206668999966496	0.4202627569993638	0	0.15908190900063346	0.7027910589995372	0.3536016139996718	['-']
v	28	305.20576451099987	0.07797651199962274	0.386825214000055	0	0.26113185999929556	0.6540524490001189	0.3201997799997116	['-']
v	29	307.5886129969995	0.19770785899982002	0.5030894199999238	0	0.10600677999991603	0.8523042520000672	0.6030947979998018	['+']
v	30	309.97084416300004	0.2479445319995648	0.5535022789999857	0	0.16137007899942546	0.8859416579998651	0.5535305949997564	['-']
v	31	312.58749542699934	0.3029668240005776	0.6192145160002838	0	0.3359479279997686	0.9698391510000874	0.7858956010004476	['-']
v	32	315.28637495599924	0.2371458450006685	0.5528384330000335	0	0.13482694200047263	0.8686941800006025	0.519558359000257	['+']
n	1	321.41984379899986	0.5986480179999489	0.9172541759999149	0	0.14884537699981593	1.2497656859995914	1.0505807939998704	['+']
v	2	324.4001301769995	0.3546219449999626	0.6693982819997473	0	0.16026792299999215	1.0186277700004212	0.7028086020000046	['+']
n	3	326.9484129679995	0.26256485100020654	0.5703033370000412	0	0.0790614719999212	0.9194947070000126	0.7366382469999735	['-']
v	4	329.3978563289993	0.22059727900068538	0.5367585290005081	0	0.2952090290000342	0.8373789650004255	0.5034322179999435	['-']
v	5	331.9645269069997	0.2477721160003057	0.5692313279996597	0	0.1361153630004992	0.9184110739997777	0.7355177780000304	['+']
n	6	334.4132430989994	0.10124013499989815	0.4197548190004454	0	0.18097441499958222	0.7523230540000441	0.5864119470006699	['+']
v	7	336.8960258629995	0.17867377899983694	0.4862252470002204	0	0.11159582900017995	0.8186795350002285	0.5528476330000558	['-']
v	8	339.44545689699953	0.22901547899982688	0.535896067000067	0	0.21653274100026465	0.8850924520002081	0.5359225100000913	['+']
n	9	341.8606125339993	0.26241436899999826	0.5699863529998765	0	0.11955799700081116	0.8525019950002388	0.5033372770003552	['-']
v	10	344.3100225039998	0.28559207699981926	0.6031276499998057	0	0.12471595100032573	0.8856123429995932	0.5364563539997107	['+']
n	11	346.79227053199975	0.23540407099972072	0.5534132940001655	0	0.32421336799961864	0.902543555000193	0.6534331279999606	['-']
v	12	349.2248173759999	0.122072778999609	0.4367841329994917	0	0.1686725360004857	0.7525904750000336	0.4034229310000228	['+']
v	13	351.5420809849993	0.10933455700069317	0.4187604750004539	0	0.237075926000216	0.7179182870004297	0.38543515000037587	['-']
v	14	353.9905010579996	0.300396401999933	0.6194465779999518	0	0.1321710219999659	0.9519479259997752	0.6527935499998421	['-']
v	15	356.6729307179994	0.32315055100025347	0.6362886570004775	0	0.1927981169992563	0.968688893000035	0.702839708999818	['-']
v	16	359.37243475800005	0.4869175179992453	0.8023412599995936	0	0.11918383499960328	1.1516039339994677	0.8690754649996961	['+']
n	17	362.0542416389999	0.3403485600001659	0.6531054979996043	0	0.16261695000048348	0.9856399149994104	0.7530692709997311	['+']
v	18	364.77030164499956	6.8724811089996365	7.184019921999607	0	0.14769959900058893	7.516579273000389	7.18404546399961	['-']
v	19	374.01719659599985	0.3464953559996502	0.6529138169998987	0	0.11991735599985986	0.9854803429998356	0.787281093999809	['-']
v	20	376.7329690919996	0.38269422099983785	0.7028966119996767	0	0.25818028600042453	1.0354323949995887	0.8029989220003699	['-']
v	21	379.4989111299992	0.2560068239999964	0.5694413470000654	0	0.11369720200036681	0.9186029740003505	0.6028398930002368	['+']
n	22	381.94770733399946	0.10301868900023692	0.41998435000004974	0	0.1423633169997629	0.7524359050003113	0.42001107600026444	['+']
v	23	384.43062507099967	0.3567415159996017	0.6694167659998129	0	0.3220236110000769	1.0034450590001143	0.6694427769998583	['-']
v	24	387.1632474499993	0.2961258650002492	0.6026597620002576	0	0.15218599299987545	0.8687605620007162	0.536000019000312	['-']
v	25	389.7622577389993	0.32154419900052744	0.6362250390002373	0	0.1276568760004011	0.9854001849998895	0.7703121800004737	['+']
n	26	392.277505559	0.2613089779997608	0.570144607999282	0	0.15074885400008498	0.8359869269997944	0.5034506499996496	['+']
v	27	394.8437255149993	0.19969294400016224	0.5196917900002518	0	0.3227544270002909	0.8536478900005022	0.6864000830000805	['-']
v	28	397.4273511249994	0.20840001699980348	0.5186497220001911	0	0.02814719799971499	0.8344506769999498	0.48523830600061046	['+']
n	29	399.82509202099936	0.04215536100036843	0.3534005569999863	0	0.16366351600026974	0.702593644999979	0.4867761690002226	['-']
v	30	402.057752615	0.15360628599955817	0.4699918339993019	0	0.1344076760005919	0.8025301959996796	0.5033608999992794	['-']
v	31	404.5907163689999	0.2840799999994488	0.6029160349999074	0	0.23648589099957462	0.9520249609995517	0.669542513000124	['+']
n	32	407.0740728819992	0.28154325100058486	0.6020780349999768	0	0.4020684450006229	0.9518032220003079	0.7021705680008381	['+']
v	1	414.03592548100005	1.0155452469998636	1.3210055679992365	0	0.1773808280004232	1.6701991109994196	1.3877269019994856	['+']
n	2	417.2362543979998	0.25618177999967884	0.5699180999999953	0	0.10408920800000487	0.9191442900000766	0.6366270139997141	['-']
v	3	419.68503657699966	0.12618135100001382	0.4370347229996696	0	0.13236849500026437	0.7862635060000684	0.537051739999697	['+']
v	4	422.00135414099987	0.22559166599967284	0.5366384429999016	0	0.18834529099967767	0.8358021209996878	0.5032966079998005	['-']
v	5	424.5678987499996	0.19537024900000688	0.5025804369997786	0	0.13582494399997813	0.8184392160001153	0.4692661979997865	['+']
n	6	426.94990210800006	0.3091113399996175	0.6197439719999238	0	0.15669304099992587	0.9522747499995603	0.6531407839993335	['+']
v	7	429.6327098059992	0.29830172400033916	0.6194688590003352	0	0.1941673430001174	0.8853102700004456	0.552814306000073	['-']
v	8	432.2481615429997	0.16388272099993628	0.4698538639995604	0	0.12046595900028478	0.8190326599997206	0.636166659999617	['+']
v	9	434.5972976129997	0.11789590700027475	0.4366327569996429	0	0.15651261499988323	0.7691508750003777	0.5366467129997545	['-']
v	10	437.09695206499964	0.05910759899961704	0.36960479200024565	0	0.13209680499949172	0.6354648569995334	0.302891407000061	['-']
v	11	439.46315334799965	0.21207331599998724	0.5192439100001138	0	0.09613214899945888	0.8684362069998315	0.5192715639996095	['+']
n	12	441.86143900999923	0.2940882020002391	0.6034556200002044	0	0.0695941900003163	0.9359680690004097	0.7030863390000377	['+']
v	13	444.5279225459999	0.04426483199949871	0.352854976999879	0	0.29366478900010407	0.7020260189992769	0.4195060669999293	['+']
n	14	446.76030383499983	0.23522665800010145	0.5530197569996744	0	0.17318217499996535	0.9021794800000862	0.5530461779999314	['-']
v	15	449.1924474839998	0.18701496199992107	0.503406380999877	0	0.10279549400001997	0.8359528209994096	0.6697286099997655	['-']
v	16	451.75906681299966	0.3084784060001766	0.6193108859997665	0	0.13224275599986868	0.91848839100021	0.5859893469996678	['-']
v	17	454.40791862199967	0.32323146799990354	0.6362269589999414	0	0.09037197599991487	0.9688077669998165	0.8025565400002961	['-']
n	18	457.1066665219996	0.24155958099981945	0.5532945209997706	0	0.21066416099984053	0.9025091229996178	0.5867364859996087	['-']
v	19	459.5388714169994	0.04029492800054868	0.353728052000406	0	0.26605308599937416	0.6862394409999979	0.4203954849999718	['-']
v	20	461.95559403900006	0.2397487079997518	0.5528252919993975	0	0.10616261399991345	0.902017980999517	0.5861800349994155	['+']
n	21	464.3874182109994	0.2478422390004198	0.5535552330002247	0	0.0976251020001655	0.8860806530001355	0.6865747179999744	['+']
v	22	467.00472822699976	0.3591399939996336	0.6686966420002136	0	0.10115425999993022	1.0178904599997622	0.6687228979999418	['+']
v	23	469.5527083429997	0.29067054000006465	0.6038146609998876	0	0.3221056149996002	0.937224067999523	0.6038431719998698	['-']
v	24	472.219141392	0.19347666899921023	0.5026691029997892	0	0.08484223399955226	0.8518426659993565	0.668995458999234	['+']
n	25	474.60124642899973	0.2500550429995201	0.5698035249997702	0	0.3159847249999075	0.918989216999762	0.7035733579996304	['-']
v	26	477.0501488179998	0.14513565699962783	0.4535222069998781	0	0.47897366199958924	0.8032093359997816	0.5868208159999995	['-']
v	27	479.3830449319994	0.32531872400068096	0.6365188380004838	0	0.12319521700010228	0.9190472760001285	0.5698489719998179	['+']
n	28	481.89919868499965	0.24834329500026797	0.5694813039999644	0	0.13813950599978853	0.9187171359999411	0.6695120690001204	['-']
v	29	484.3479394829992	0.2564029910008685	0.5700100510002812	0	0.14470426800016867	0.8524985320000269	0.5033964379999816	['+']
v	30	486.7970392469997	0.2545612940002684	0.5701068019998274	0	0.27956290200017975	0.9192508549995182	0.7033899699999893	['+']
n	31	489.2462887489992	0.18917810900074983	0.5033641270001681	0	0.10519843200017931	0.8526007300006313	0.5368069180003658	['-']
v	32	491.6291400809996	0.09438450600009674	0.4031860790000792	0	0.1744791270002679	0.7190142019999257	0.3698538400003599	['+']
n	1	533.9812051189992	0.9111018420007895	1.2206568150004387	0	0.21327168199968582	1.4864552540002478	1.1539261030002308	['+']
n	2	537.1982313999997	0.6616093539996655	0.9692713309996179	0	0.36770537700067507	1.319069854999725	1.0360165470001448	['+']
n	3	540.0467228569996	0.3424369289996321	0.6533040410004105	0	0.17919774299934943	1.0025078759999815	0.6533308569996734	['-']
v	4	542.5799308109999	0.2730970869997691	0.5859757549997084	0	0.0655248439998104	0.9185110829994301	0.7189287279998098	['-']
n	5	545.2287579029999	0.3842951400001766	0.7029246669999338	0	0.21966869900006714	1.002133068999683	0.669622444000197	['+']
v	6	547.9614604389999	0.08247090199984086	0.4028047349993358	0	0.2270324260007328	0.6686599879994901	0.3361661199996888	['-']
v	7	550.3607100039999	0.26043455799936055	0.5693738829995709	0	0.06968238599984033	0.901892928000052	0.6361179730001822	['-']
v	8	552.9927412799998	0.2122842099997797	0.5199426459994356	0	0.11068301200066344	0.8690539669996724	0.5865363719995003	['+']
n	9	555.3925552129995	0.25256000100034726	0.5692701899997701	0	0.1656942509998771	0.9184359020000556	0.7369978679998894	['-']
v	10	557.8412488039994	0.11555787900033465	0.43647762999989936	0	0.17764934500064555	0.7690082160006568	0.5364832140003273	['-']
v	11	560.3408398449992	0.13516989100025967	0.45273975400050404	0	0.14181751999967673	0.8019361730002856	0.5527484910007843	['+']
n	12	562.672875411	0.0513395269999819	0.3700482149997697	0	0.13262390199997753	0.7025165810000544	0.4700652040000932	['+']
v	13	565.1060451139992	0.4981773260005866	0.819234315000358	0	0.09017398699961632	1.151787628999955	0.819259845000488	['-']
v	14	567.9887452919993	0.3927047090000997	0.7023994790006327	0	0.22826902399992832	0.9848605180004597	0.6357738990000144	['+']
n	15	570.5702963139993	0.3218855800005258	0.6366884630006098	0	0.3365346900000077	0.9872684470001332	0.6367168169999786	['+']
n	16	573.2867996479999	0.533676268999443	0.852570141999422	0	0.2120993050002653	1.1684042669994597	0.8192615849993672	['-']
v	17	576.018646859	0.4744693789998564	0.7864979799996945	0	0.12253545299972757	1.1191220999999132	0.9208053079992169	['-']
v	18	578.8682656969995	0.44084463200033497	0.7526373440005045	0	0.07469051299995044	1.085169949000374	0.8523223069996675	['-']
v	19	581.684295178	0.2799657030000162	0.5858293530000083	0	0.12954008799988515	0.9349706399998468	0.7520982649994039	['+']
n	20	584.149382474	0.14292467999985092	0.4533086169994931	0	0.1249459629998455	0.752517383999475	0.42003526799999236	['+']
v	21	586.6321798229992	0.252188226000726	0.5699557540001479	0	0.22152829700007715	0.9021929130003628	0.6030368510000699	['-']
v	22	589.2648461929994	0.25209631200050353	0.5694992019998608	0	0.11731545300062862	0.9020141870005318	0.7357706650000182	['-']
v	23	591.8971766569994	0.22051503800048522	0.5364001020006981	0	0.18232343399904494	0.802219432000129	0.4697366280006463	['-']
n	24	594.4298290489996	0.2708105029996659	0.5861593600002379	0	0.2800295009992624	0.9187663410002642	0.6196057719998862	['+']
v	25	597.0790189009995	0.262469668000449	0.5694837749997532	0	0.27120653000019956	0.9020085720003408	0.6361930869998105	['-']
v	26	599.7121893839994	0.1563941109998268	0.46891004600001907	0	0.2506795819999752	0.8180302430000665	0.5022349540004143	['+']
n	27	602.0607295419995	0.08007367400023213	0.3862596310000299	0	0.26507205100006104	0.7354928860004293	0.419703735999974	['-']
v	28	604.3260814259993	0.1911400320004759	0.5034692150002229	0	0.13840000399977725	0.8526560549998976	0.6368432740000571	['+']
n	29	606.708445538	0.3130485649999173	0.6204481659997327	0	0.2949850590002825	0.9528323810000074	0.7536728599998241	['+']
n	30	609.3915478429999	0.33388779100005195	0.6530602379998527	0	0.2994620319996102	0.9855329980000533	0.6530884639996657	['+']
v	31	612.1068863219998	0.14706653899975208	0.4536304060002294	0	0.2876194189993839	0.7541447639996477	0.42024194599980547	['-']
v	32	614.5908376459993	0.23103828900002554	0.552160224000545	0	0.12905364299967914	0.9012945080003192	0.718525745000079	['+']
n	1	620.73424471	0.4305198799993377	0.7400339379992147	0	0.12578057700011414	1.0725993339992783	0.8067006199999014	['+']
v	2	623.5370109599999	0.3397384089994375	0.6530525620000844	0	0.16200585099977616	0.9856292929998745	0.6530789869993896	['-']
n	3	626.2535612449992	0.30442554900037067	0.6190018820007026	0	0.1675276930000109	0.9681913430003988	0.6190290060003463	['-']
v	4	628.7517425609994	0.149295537999933	0.4700850190001802	0	0.18636102399977972	0.8192360100001679	0.6367107410005701	['+']
n	5	631.101033551	0.31294404699929146	0.6199481529993136	0	0.11117087300044659	0.9524991499993121	0.7529763149996143	['+']
v	6	633.7841836079997	0.27723486899958516	0.5859755809997296	0	0.15810165899983986	0.9184929619996183	0.6193900689995644	['-']
n	7	636.4330694599994	0.44507079899995006	0.7528657869997915	0	0.15847436600051878	1.0853695710002285	0.8862523850002617	['+']
v	8	639.2487539169997	0.2606284149997009	0.5697517520002293	0	0.1177320429997053	0.918894100000216	0.6697537190002549	['+']
n	9	641.6975455349993	0.2918560130001424	0.603415694999967	0	0.04327823800031183	0.9359996279999905	0.6697598020000441	['+']
v	10	644.3640435719999	0.2569089939997866	0.5694317070001489	0	0.1468056459998479	0.9186062829994626	0.6028545250001116	['+']
n	11	646.8128535119995	0.281207140999868	0.5865187870003865	0	0.12093274199924053	0.9190306850005072	0.5865457119998609	['+']
v	12	649.4627980219993	0.2625542420000784	0.5691283860005569	0	0.160476959999869	0.8350308250001035	0.5024150400004146	['-']
n	13	652.028856848	0.2330662679996749	0.5522386489992641	0	0.187320503000592	0.884708519999549	0.5522670699992887	['+']
v	14	654.643933847	0.25717873999929	0.5696149739997054	0	0.32290949300022476	0.918801658999655	0.6699051269997653	['+']
n	15	657.0926228689996	0.16849431500031642	0.48683429500033526	0	0.2209539269997549	0.7860257909997017	0.45353788299962616	['+']
v	16	659.6093991149992	0.2519438210001681	0.5692684670002564	0	0.18214353100029257	0.8351061390003451	0.5026268900001014	['-']
v	17	662.1751006189997	0.2860262519998287	0.6027156929994817	0	0.28658025300046575	0.935225803999856	0.6360551729994768	['-']
n	18	664.8407856889999	0.30048365499987995	0.6195749509997768	0	0.06014709999999468	0.9353518779998922	0.5861921050000092	['-']
v	19	667.3396421479993	0.1535727880000195	0.4699091000002227	0	0.10298135900029592	0.7857568210001773	0.43676612700073747	['+']
n	20	669.6888370759998	0.08434227399993688	0.4033571009995285	0	0.2604034989999491	0.7525102589997914	0.5366399300000921	['-']
v	21	671.9714661459993	0.3149641469999551	0.6366304440007298	0	0.16057762199943681	0.9690870809999979	0.804013560000385	['-']
v	22	674.671093295	0.2877923549995103	0.6027602320000369	0	0.15875780699934694	0.9520005559998026	0.6361798049993013	['+']
n	23	677.1530611369999	0.2687764080001216	0.5867072490000282	0	0.12493800599986571	0.9358379489995059	0.7209851659999913	['-']
v	24	679.619891022	0.13868792099947314	0.45243620199926227	0	0.12037630299982993	0.7849403289992551	0.5191246089998458	['-']
v	25	682.1351752379996	0.23936867999964306	0.5529845700002625	0	0.16854256899932807	0.8855256739998367	0.6196898930002135	['-']
v	26	684.7512282899997	0.2941666249998889	0.6027670980001858	0	0.11874284199984686	0.9019378450002478	0.5695836989998497	['-']
v	27	687.3838022159998	0.2459439559997918	0.5527698109999619	0	0.15255879300002562	0.8352222280000206	0.4860667610000746	['+']
n	28	689.8157888229998	0.27939929599961033	0.586611615000038	0	0.1103939469994657	0.9357696339993709	0.6867848539995975	['-']
v	29	692.2815234009995	0.1960529480002151	0.5034417899996697	0	0.06398641500072699	0.8359394730005079	0.6697194870002932	['-']
v	30	694.848089477	0.24565653699937684	0.5527142219998495	0	0.09607008300008602	0.8352503279993471	0.48616162599955715	['+']
n	31	697.2799923569992	0.12629514600030234	0.4367052900006456	0	0.22818106399972748	0.7693320940006743	0.6034443210000973	['+']
