trial	speed	player_pos	ball_pos	direction	distance	broad	jitter	change	change_loc	trial_nr	block
8	0.5	4	0	-	9	4.5	0.75	1	5.5	41	0
111	0.5	4	0	-	9	4.5	0.75	0	0.0	42	0
23	0.5	4	0	-	9	4.5	0.44999999999999996	0	0.0	43	0
17	0.5	4	0	-	9	4.5	0.3	0	0.0	44	0
22	0.5	4	0	-	9	4.5	0.9	0	0.0	45	0
1	0.5	4	0	-	9	4.5	0.6	1	2.0	46	0
95	0.5	4	0	+	9	4.5	0.75	0	0.0	47	0
97	0.5	4	0	-	9	4.5	0.75	1	2.0	48	0
108	0.5	4	0	-	9	4.5	0.9	1	7.5	49	0
133	0.5	4	0	+	9	4.5	0.6	0	0.0	50	0
7	0.5	4	0	-	9	4.5	0.44999999999999996	1	5.0	51	0
52	0.5	4	0	-	9	4.5	0.6	1	3.5	52	0
132	0.5	4	0	+	9	4.5	0.9	1	7.5	53	0
4	0.5	4	0	-	9	4.5	0.44999999999999996	1	3.5	54	0
96	0.5	4	0	+	9	4.5	0.9	0	0.0	55	0
114	0.5	4	0	-	9	4.5	0.44999999999999996	0	0.0	56	0
129	0.5	4	0	+	9	4.5	0.3	1	6.0	57	0
38	0.5	4	0	+	9	4.5	0.3	0	0.0	58	0
90	0.5	4	0	+	9	4.5	0.9	0	0.0	59	0
103	0.5	4	0	-	9	4.5	0.75	1	5.0	60	0
42	0.5	4	0	+	9	4.5	0.3	0	0.0	61	0
107	0.5	4	0	-	9	4.5	0.75	1	7.0	62	0
64	0.5	4	0	-	9	4.5	0.6	0	0.0	63	0
91	0.5	4	0	+	9	4.5	0.9	0	0.0	64	0
89	0.5	4	0	+	9	4.5	0.9	0	0.0	65	0
60	0.5	4	0	-	9	4.5	0.75	1	7.5	66	0
136	0.5	4	0	+	9	4.5	0.6	0	0.0	67	0
61	0.5	4	0	-	9	4.5	0.6	0	0.0	68	0
134	0.5	4	0	+	9	4.5	0.75	0	0.0	69	0
56	0.5	4	0	-	9	4.5	0.75	1	5.5	70	0
77	0.5	4	0	+	9	4.5	0.6	1	4.0	71	0
67	0.5	4	0	-	9	4.5	0.3	0	0.0	72	0
74	0.5	4	0	+	9	4.5	0.6	1	2.5	73	0
98	0.5	4	0	-	9	4.5	0.3	1	2.5	74	0
121	0.5	4	0	+	9	4.5	0.6	1	2.0	75	0
82	0.5	4	0	+	9	4.5	0.75	1	6.5	76	0
41	0.5	4	0	+	9	4.5	0.75	0	0.0	77	0
79	0.5	4	0	+	9	4.5	0.75	1	5.0	78	0
3	0.5	4	0	-	9	4.5	0.3	1	3.0	79	0
46	0.5	4	0	+	9	4.5	0.44999999999999996	0	0.0	80	0
5	0.5	4	0	-	9	4.5	0.3	1	4.0	81	0
140	0.5	4	0	+	9	4.5	0.9	0	0.0	82	0
80	0.5	4	0	+	9	4.5	0.3	1	5.5	83	0
35	0.5	4	0	+	9	4.5	0.9	1	7.0	84	0
36	0.5	4	0	+	9	4.5	0.9	1	7.5	85	0
33	0.5	4	0	+	9	4.5	0.3	1	6.0	86	0
119	0.5	4	0	-	9	4.5	0.9	0	0.0	87	0
83	0.5	4	0	+	9	4.5	0.75	1	7.0	88	0
40	0.5	4	0	+	9	4.5	0.6	0	0.0	89	0
115	0.5	4	0	-	9	4.5	0.3	0	0.0	90	0
75	0.5	4	0	+	9	4.5	0.6	1	3.0	91	0
65	0.5	4	0	-	9	4.5	0.9	0	0.0	92	0
130	0.5	4	0	+	9	4.5	0.75	1	6.5	93	0
62	0.5	4	0	-	9	4.5	0.44999999999999996	0	0.0	94	0
112	0.5	4	0	-	9	4.5	0.3	0	0.0	95	0
20	0.5	4	0	-	9	4.5	0.3	0	0.0	96	0
18	0.5	4	0	-	9	4.5	0.3	0	0.0	97	0
100	0.5	4	0	-	9	4.5	0.44999999999999996	1	3.5	98	0
49	0.5	4	0	-	9	4.5	0.6	1	2.0	99	0
76	0.5	4	0	+	9	4.5	0.6	1	3.5	100	0
30	0.5	4	0	+	9	4.5	0.44999999999999996	1	4.5	101	0
84	0.5	4	0	+	9	4.5	0.75	1	7.5	102	0
6	0.5	4	0	-	9	4.5	0.3	1	4.5	103	0
118	0.5	4	0	-	9	4.5	0.9	0	0.0	104	0
53	0.5	4	0	-	9	4.5	0.44999999999999996	1	4.0	105	0
78	0.5	4	0	+	9	4.5	0.9	1	4.5	106	0
9	0.5	4	0	-	9	4.5	0.3	1	6.0	107	0
144	0.5	4	0	+	9	4.5	0.9	0	0.0	108	0
126	0.5	4	0	+	9	4.5	0.75	1	4.5	109	0
139	0.5	4	0	+	9	4.5	0.9	0	0.0	110	0
92	0.5	4	0	+	9	4.5	0.3	0	0.0	111	0
24	0.5	4	0	-	9	4.5	0.3	0	0.0	112	0
13	0.5	4	0	-	9	4.5	0.75	0	0.0	113	0
123	0.5	4	0	+	9	4.5	0.44999999999999996	1	3.0	114	0
68	0.5	4	0	-	9	4.5	0.6	0	0.0	115	0
142	0.5	4	0	+	9	4.5	0.75	0	0.0	116	0
93	0.5	4	0	+	9	4.5	0.3	0	0.0	117	0
29	0.5	4	0	+	9	4.5	0.9	1	4.0	118	0
70	0.5	4	0	-	9	4.5	0.3	0	0.0	119	0
54	0.5	4	0	-	9	4.5	0.9	1	4.5	120	0
106	0.5	4	0	-	9	4.5	0.9	1	6.5	121	0
48	0.5	4	0	+	9	4.5	0.9	0	0.0	122	0
109	0.5	4	0	-	9	4.5	0.75	0	0.0	123	0
57	0.5	4	0	-	9	4.5	0.3	1	6.0	124	0
12	0.5	4	0	-	9	4.5	0.3	1	7.5	125	0
120	0.5	4	0	-	9	4.5	0.44999999999999996	0	0.0	126	0
116	0.5	4	0	-	9	4.5	0.6	0	0.0	127	0
2	0.5	4	0	-	9	4.5	0.9	1	2.5	128	0
50	0.5	4	0	-	9	4.5	0.3	1	2.5	129	0
51	0.5	4	0	-	9	4.5	0.6	1	3.0	130	0
101	0.5	4	0	-	9	4.5	0.6	1	4.0	131	0
105	0.5	4	0	-	9	4.5	0.75	1	6.0	132	0
43	0.5	4	0	+	9	4.5	0.9	0	0.0	133	0
131	0.5	4	0	+	9	4.5	0.44999999999999996	1	7.0	134	0
85	0.5	4	0	+	9	4.5	0.44999999999999996	0	0.0	135	0
99	0.5	4	0	-	9	4.5	0.6	1	3.0	136	0
72	0.5	4	0	-	9	4.5	0.9	0	0.0	137	0
31	0.5	4	0	+	9	4.5	0.6	1	5.0	138	0
28	0.5	4	0	+	9	4.5	0.44999999999999996	1	3.5	139	0
19	0.5	4	0	-	9	4.5	0.6	0	0.0	140	0
25	0.5	4	0	+	9	4.5	0.9	1	2.0	141	0
138	0.5	4	0	+	9	4.5	0.6	0	0.0	142	0
127	0.5	4	0	+	9	4.5	0.75	1	5.0	143	0
58	0.5	4	0	-	9	4.5	0.44999999999999996	1	6.5	144	0
