trial	speed	player_pos	ball_pos	direction	distance	broad	jitter	trial_nr	block
8	0.5	4	0	+	2.5	1.25	0.44999999999999996	27	8
34	0.5	4	0	-	6.0	3.0	0.3	28	8
20	0.5	4	0	+	4.0	2.0	0.9	29	8
2	0.5	4	0	-	2.0	1.0	0.75	30	8
37	0.5	4	0	-	6.5	3.25	0.6	31	8
43	0.5	4	0	+	7.0	3.5	0.75	32	8
18	0.5	4	0	-	4.0	2.0	0.9	33	8
41	0.5	4	0	-	7.0	3.5	0.75	34	8
1	0.5	4	0	-	2.0	1.0	0.44999999999999996	35	8
29	0.5	4	0	-	5.5	2.75	0.9	36	8
12	0.5	4	0	+	3.0	1.5	0.9	37	8
54	0.5	4	0	-	8.5	4.25	0.44999999999999996	38	8
3	0.5	4	0	+	2.0	1.0	0.9	39	8
48	0.5	4	0	+	7.5	3.75	0.9	40	8
16	0.5	4	0	+	3.5	1.75	0.9	41	8
9	0.5	4	0	-	3.0	1.5	0.9	42	8
35	0.5	4	0	+	6.0	3.0	0.9	43	8
46	0.5	4	0	-	7.5	3.75	0.6	44	8
11	0.5	4	0	+	3.0	1.5	0.3	45	8
13	0.5	4	0	-	3.5	1.75	0.6	46	8
56	0.5	4	0	+	8.5	4.25	0.3	47	8
28	0.5	4	0	+	5.0	2.5	0.44999999999999996	48	8
51	0.5	4	0	+	8.0	4.0	0.6	49	8
22	0.5	4	0	-	4.5	2.25	0.3	50	8
53	0.5	4	0	-	8.5	4.25	0.75	51	8
6	0.5	4	0	-	2.5	1.25	0.75	52	8
49	0.5	4	0	-	8.0	4.0	0.3	53	8
40	0.5	4	0	+	6.5	3.25	0.6	54	8
33	0.5	4	0	-	6.0	3.0	0.44999999999999996	55	8
19	0.5	4	0	+	4.0	2.0	0.75	56	8
47	0.5	4	0	+	7.5	3.75	0.9	1	9
38	0.5	4	0	-	6.5	3.25	0.44999999999999996	2	9
34	0.5	4	0	-	6.0	3.0	0.3	3	9
26	0.5	4	0	-	5.0	2.5	0.9	4	9
31	0.5	4	0	+	5.5	2.75	0.75	5	9
55	0.5	4	0	+	8.5	4.25	0.9	6	9
14	0.5	4	0	-	3.5	1.75	0.44999999999999996	7	9
3	0.5	4	0	+	2.0	1.0	0.9	8	9
46	0.5	4	0	-	7.5	3.75	0.6	9	9
49	0.5	4	0	-	8.0	4.0	0.3	10	9
9	0.5	4	0	-	3.0	1.5	0.9	11	9
5	0.5	4	0	-	2.5	1.25	0.9	12	9
25	0.5	4	0	-	5.0	2.5	0.75	13	9
54	0.5	4	0	-	8.5	4.25	0.44999999999999996	14	9
10	0.5	4	0	-	3.0	1.5	0.9	15	9
35	0.5	4	0	+	6.0	3.0	0.9	16	9
11	0.5	4	0	+	3.0	1.5	0.3	17	9
32	0.5	4	0	+	5.5	2.75	0.6	18	9
27	0.5	4	0	+	5.0	2.5	0.9	19	9
21	0.5	4	0	-	4.5	2.25	0.6	20	9
20	0.5	4	0	+	4.0	2.0	0.9	21	9
42	0.5	4	0	-	7.0	3.5	0.44999999999999996	22	9
48	0.5	4	0	+	7.5	3.75	0.9	23	9
29	0.5	4	0	-	5.5	2.75	0.9	24	9
19	0.5	4	0	+	4.0	2.0	0.75	25	9
44	0.5	4	0	+	7.0	3.5	0.3	26	9
43	0.5	4	0	+	7.0	3.5	0.75	27	9
45	0.5	4	0	-	7.5	3.75	0.75	28	9
8	0.5	4	0	+	2.5	1.25	0.44999999999999996	29	9
28	0.5	4	0	+	5.0	2.5	0.44999999999999996	30	9
50	0.5	4	0	-	8.0	4.0	0.6	31	9
30	0.5	4	0	-	5.5	2.75	0.9	32	9
13	0.5	4	0	-	3.5	1.75	0.6	33	9
33	0.5	4	0	-	6.0	3.0	0.44999999999999996	34	9
15	0.5	4	0	+	3.5	1.75	0.3	35	9
51	0.5	4	0	+	8.0	4.0	0.6	36	9
17	0.5	4	0	-	4.0	2.0	0.6	37	9
18	0.5	4	0	-	4.0	2.0	0.9	38	9
37	0.5	4	0	-	6.5	3.25	0.6	39	9
23	0.5	4	0	+	4.5	2.25	0.6	40	9
41	0.5	4	0	-	7.0	3.5	0.75	41	9
36	0.5	4	0	+	6.0	3.0	0.9	42	9
40	0.5	4	0	+	6.5	3.25	0.6	43	9
6	0.5	4	0	-	2.5	1.25	0.75	44	9
56	0.5	4	0	+	8.5	4.25	0.3	45	9
52	0.5	4	0	+	8.0	4.0	0.44999999999999996	46	9
39	0.5	4	0	+	6.5	3.25	0.75	47	9
4	0.5	4	0	+	2.0	1.0	0.75	48	9
1	0.5	4	0	-	2.0	1.0	0.44999999999999996	49	9
2	0.5	4	0	-	2.0	1.0	0.75	50	9
16	0.5	4	0	+	3.5	1.75	0.9	51	9
12	0.5	4	0	+	3.0	1.5	0.9	52	9
24	0.5	4	0	+	4.5	2.25	0.44999999999999996	53	9
22	0.5	4	0	-	4.5	2.25	0.3	54	9
53	0.5	4	0	-	8.5	4.25	0.75	55	9
7	0.5	4	0	+	2.5	1.25	0.44999999999999996	56	9
