response	trial_nr	t_start	t_set	t_ball	t_release	t_response	t_goal	t_change	new_pos	correct
n	35	1048.9355491259998	1049.006902213	1049.758168288	0	1050.0657587209998	1050.137187716	1049.971436881	[-5]	0
v	36	1051.8678710499998	1052.1594725109999	1052.910599709	0	1053.2177949840002	1053.2862210849999	1053.120473717	[-5]	1
v	37	1055.0169543850002	1055.0547668590002	1055.805962129	0	1056.154142323	1056.1853177520002	1055.806471211	[-5]	1
v	38	1057.9162393790002	1058.054672586	1058.8057431359998	0	1059.0738921329998	1059.1844181239999	1058.9191392789999	[-5]	1
n	39	1060.9149402980001	1061.0954085940002	1061.846542067	0	1062.0739603450002	1062.233477324	1062.1507145350001	[5]	1
v	40	1063.9639020099999	1064.006419204	1064.7574724649999	0	1065.082228064	1065.1492966330002	1065.133093979	[5]	0
v	41	1066.87998861	1067.190481147	1067.940999043	0	1068.19410384	1068.3149273180002	1067.941487513	[-5]	1
v	42	1070.045608584	1070.286851329	1071.0380085890001	0	1071.3142476990001	1071.4307240439998	1071.414547761	[-5]	1
n	43	1073.1610132310002	1073.511512987	1074.262476198	0	1074.538299499	1074.6630765180003	1074.646869821	[5]	1
v	44	1076.3937674960002	1076.5346333080001	1077.2858524419999	0	1077.5222599499998	1077.662076487	1077.3963927129998	[-5]	1
n	45	1079.39262641	1079.5037425240002	1080.255035265	0	1080.5063824949998	1080.6278547350003	1080.255523576	[5]	1
v	46	1082.358177188	1082.622863614	1083.373623735	0	1083.6904647430001	1083.77689806	1083.760710775	[-5]	1
n	47	1085.507235137	1085.6393383150003	1086.390382992	0	1086.642729452	1086.7760402509998	1086.6931524860001	[-5]	0
v	48	1088.507894294	1088.790986592	1089.5421105710002	0	1089.834667298	1089.924997517	1089.5426159879999	[-5]	1
v	1	1096.528251155	1096.920360305	1097.6714070439998	0	1097.8987967950002	1098.0558264229999	1097.7734581200002	[-5]	1
n	2	1099.7860904580002	1099.823903162	1100.5751620290002	0	1100.8508362870002	1100.954994655	1100.88882195	[5]	1
v	3	1102.6856404159998	1102.952031416	1103.702639304	0	1103.946916686	1104.0873750730002	1104.004509589	[-5]	1
v	4	1105.818244169	1105.9591595269999	1106.710207564	0	1106.9553351680001	1107.0864278120002	1106.920627515	[5]	0
v	5	1108.8168270209999	1109.0313926140002	1109.7823218960002	0	1110.0750559040002	1110.18544282	1110.169278166	[5]	0
n	6	1111.9156472690001	1111.9434588220001	1112.694524393	0	1112.995084347	1113.067938712	1113.0029310200002	[-5]	0
v	7	1114.7986230830002	1114.8887247819998	1115.6398598260002	0	1115.907157954	1116.0336978589999	1116.0175004500002	[-5]	1
v	8	1117.7640911150002	1117.8164779479998	1118.5675840170002	0	1118.8994492380002	1118.9494249549998	1118.5680699979998	[-5]	1
n	9	1120.68021576	1120.759974994	1121.511218472	0	1121.779337992	1121.881866579	1121.716120871	[-5]	0
v	10	1123.612349222	1123.7131060780002	1124.4643440650002	0	1124.771348872	1124.8476303920002	1124.565208308	[-5]	1
n	11	1126.5782839180001	1126.607777365	1127.359001074	0	1127.6354223520002	1127.730029751	1127.6639910090003	[5]	1
v	12	1129.4605800499999	1129.6409750530001	1130.392050243	0	1130.6914715930002	1130.779166919	1130.6974892980002	[5]	0
v	13	1132.510294012	1132.6237696930002	1133.3747899539999	0	1133.65957385	1133.761554832	1133.4791757570001	[-5]	1
n	14	1135.4920893029998	1135.7691948699999	1136.520333458	0	1136.8121042359999	1136.8939317600002	1136.521261847	[5]	1
v	15	1138.6243944860003	1139.113333916	1139.8643669980002	0	1140.1558011930001	1140.242897017	1139.977178062	[-5]	1
v	16	1141.9730924209998	1142.0884877510002	1142.8395086780001	0	1143.1158685760001	1143.2420283729998	1143.2258267870002	[5]	0
n	17	1144.9730986160002	1144.977409921	1145.728448709	0	1145.98780756	1146.107780247	1145.728942668	[-5]	0
v	18	1147.8384566529999	1147.904326761	1148.655475614	0	1148.9159182140002	1149.0402383310002	1148.655961813	[-5]	1
v	19	1150.7708116130002	1150.9846837989999	1151.73581926	0	1151.972145844	1152.1392365709999	1152.1230698260001	[5]	0
v	20	1153.8697288480002	1153.976767821	1154.7274249329998	0	1155.020035948	1155.1049909100002	1154.839286241	[5]	0
n	21	1156.835807597	1156.9613104609998	1157.712354148	0	1157.9481765669998	1158.10409433	1158.087932241	[5]	1
v	22	1159.834535769	1159.889219964	1160.640409747	0	1160.932156332	1161.036527833	1161.020336871	[-5]	1
n	23	1162.7671469380002	1162.872301467	1163.6231648110002	0	1163.916381896	1164.0022709690002	1163.836534079	[5]	1
v	24	1165.7328631260002	1165.9301886580001	1166.681274442	0	1166.9643782910002	1167.0680019860001	1166.885669031	[5]	0
n	25	1168.798210243	1168.888705282	1169.639792936	0	1169.980376993	1170.0171518729999	1169.851325046	[-5]	0
v	26	1171.7480836099999	1171.856966405	1172.6074700489999	0	1172.836442444	1172.982900855	1172.9168049730001	[-5]	1
n	27	1174.7151316230002	1174.721381714	1175.472569611	0	1175.7646964639998	1175.848648015	1175.4730602660002	[5]	1
v	28	1177.579420523	1177.6089902019999	1178.3597905450001	0	1178.636597781	1178.7310829130001	1178.5653577809999	[-5]	1
n	29	1180.461843819	1180.841556807	1181.5924687729998	0	1181.8526509070002	1181.996751222	1181.980627474	[5]	1
v	30	1183.727272746	1183.8175376	1184.5686182630002	0	1184.9007222270002	1184.9458716469999	1184.680164208	[5]	0
n	31	1186.67634274	1186.745579208	1187.4963968759998	0	1187.764826385	1187.894947626	1187.879257469	[-5]	0
n	32	1189.6255531890001	1189.745054476	1190.496132842	0	1190.820913993	1190.8774226360001	1190.6116962720002	[5]	1
v	33	1192.607752816	1192.7212618070002	1193.472309792	0	1193.796949989	1193.85985257	1193.843720624	[-5]	1
n	34	1195.590495634	1195.865602082	1196.6167447510002	0	1196.8770043139998	1197.008881143	1196.9927561509999	[-5]	0
v	35	1198.739363009	1198.8504312310001	1199.6009399989998	0	1199.901074683	1199.991275029	1199.9751893829998	[-5]	1
v	36	1201.7215433860001	1201.8264545400002	1202.577702866	0	1202.877158892	1202.973690626	1202.9575361820002	[-5]	1
n	37	1204.7041234869998	1204.731197867	1205.4817259010001	0	1205.741214003	1205.8562090619998	1205.7900037959998	[-5]	0
v	38	1207.586416788	1207.6661687629999	1208.417031988	0	1208.7332996569999	1208.788578477	1208.4175233340002	[-5]	1
n	39	1210.519177365	1210.617854435	1211.368976568	0	1211.669368767	1211.7543484940002	1211.369463989	[5]	1
n	40	1213.4846018100002	1213.7138185889999	1214.465161091	0	1214.765469164	1214.8367461379999	1214.4656531219998	[5]	1
n	41	1216.5681170890002	1216.6749551480002	1217.425436867	0	1217.6455541720002	1217.8025308770002	1217.636744861	[5]	1
v	42	1219.533890573	1219.7710137469999	1220.521753654	0	1220.7735668280002	1220.901576242	1220.835443844	[5]	0
n	43	1222.632053885	1222.7390226400003	1223.490347591	0	1223.7896552840002	1223.867353617	1223.6017866890002	[5]	1
