response	trial_nr	t_start	t_set	t_ball	t_release	t_response	t_goal	t_change	rev_sign
v	1	27.011852726000143	2.2552691749997393	2.5645940819995303	0	0.22051247900071758	2.9141730029996324	2.5646203340002103	+
n	2	31.456558345999838	0.2979925230001754	0.6191558159998749	0	0.12125364100029401	0.9516387570001825	0.7855070850000629	+
v	3	34.139126570999906	0.3025615360002121	0.6191238970004633	0	0.14281794799990166	0.9515906579999864	-34.139126570999906	['-']
n	4	36.821234727000046	0.31694566900023347	0.6360607619999428	0	0.13200883500030614	0.9852846690000661	0.8023826890002965	-
v	5	39.3372596399995	0.1455995480000638	0.4527026620007746	0	0.13514088099964283	0.7851875460000883	-39.3372596399995	['-']
n	6	41.85378767400016	0.20409674499933317	0.5186363619995973	0	0.13669560100061062	0.8678638689998479	0.6186536799996247	-
v	7	44.25255486599963	0.1744105200004924	0.4858206730004895	0	0.13081259499995213	0.8183766340007423	0.6202920129999256	-
v	8	46.80168196300019	0.21654070099975797	0.5359353539997755	0	0.16357561299992085	0.8850874749996365	-46.80168196300019	['+']
n	9	49.21702925199952	0.11345160700057022	0.41980485200019757	0	0.1123833960000411	0.769022787000722	-49.21702925199952	['-']
v	10	51.51696157799961	0.10927586200068617	0.41914707200066914	0	0.13318354199964233	0.7517157470001621	0.3858401360002972	-
v	11	53.99939859499955	0.1157631260002745	0.43591936600023473	0	0.12996649000069738	0.7685039110001526	0.46937391000028583	-
n	12	56.49877881300017	0.08854726399931678	0.40246541399937996	0	0.21614576400043006	0.7516760250000516	-56.49877881300017	['-']
v	13	58.78095873300026	0.18905817899940303	0.5029126749996067	0	0.07351870500042423	0.8354393939998772	0.4695612229998005	-
v	14	61.34713543700036	0.2795141569995394	0.585911132999172	0	0.2643952270009322	0.9350688049999007	0.7192042990000118	+
n	15	63.81274658199982	0.1745368720003171	0.4861884980000468	0	0.0025652590002209763	0.8187642459997733	0.5858742199998233	+
v	16	66.36225421299969	0.2562212990005719	0.5692086779999954	0	0.08998161100043944	0.9017260910004552	-66.36225421299969	['-']
n	17	68.99460128600003	0.27166189499985194	0.5861660250002387	0	0.0407662600000549	0.935193401000106	-68.99460128600003	['-']
v	18	71.46045444500032	0.23787245099993015	0.5528748759998052	0	0.040267102000143495	0.8852767549997225	-71.46045444500032	['-']
v	19	74.07638047799992	0.28602173299987044	0.6026277159999154	0	0.006652852000115672	0.9518367279997619	-74.07638047799992	['+']
n	20	76.55867502199999	0.2604348790000586	0.5695609009999316	0	0.013416659000540676	0.9187704679998205	-76.55867502199999	['-']
v	21	79.00786509800037	0.09896040399962658	0.4196696949993566	0	0.06617645200003608	0.7688868870000078	0.552694411999255	+
n	22	81.30727705000027	0.28769543199996406	0.6027905609998925	0	0.02368868800022028	0.9520126669995079	0.5361891019992981	-
v	23	83.79015199599962	0.19748369900025864	0.5191722670006129	0	0.128497664999486	0.8684170670003368	0.5191993880007431	+
n	24	86.18890964099955	0.12622397100039962	0.43637046799995005	0	0.18847076500060211	0.7855990830003066	-86.18890964099955	['-']
v	25	88.50508613300008	0.13870729700010997	0.45278009199955704	0	0.07998311500068667	0.8019846409997626	-88.50508613300008	['+']
n	26	90.83781475700016	0.1261468619995867	0.435983937999481	0	0.16417587100022502	0.7852145509996262	0.43601064099948417	-
v	27	93.15373947900025	0.29765629499979696	0.6192964559995744	0	0.10491498999999749	0.9518678609993003	-93.15373947900025	['-']
v	28	95.83650425399992	0.046402173999922525	0.3525187020004523	0	0.15293452700007037	0.6850246220001281	0.5199717120003697	-
n	29	98.25281966500006	0.23939434099975188	0.5520094389994483	0	0.08147422300044127	0.9011874749994604	-98.25281966500006	['-']
v	30	100.68464739399951	0.07811256000059075	0.3861066010003924	0	0.047313494000263745	0.7353267070002403	-100.68464739399951	['+']
n	31	102.95020894899972	0.05275866300053167	0.3698311210000611	0	0.09411789000023418	0.7024070679999568	-102.95020894899972	['+']
v	32	105.38365579200035	0.2671228350000092	0.5856349039995621	0	0.12491153399969335	0.9181198199994469	0.618927547999192	-
v	33	108.03272217599988	0.21019584799978475	0.5190167370001291	0	0.04650710100031574	0.8682570820001274	0.5525190309999743	+
n	34	110.43205065500024	0.1640707199994722	0.48563682199983305	0	0.09652258000005531	0.8181847589994504	-110.43205065500024	['+']
v	35	112.98118685600002	0.18975044200033153	0.5024117000002661	0	0.2026911389993984	0.8516430210002	0.6023885069998869	+
n	36	115.36317999200037	0.10513942199941084	0.41964376299983996	0	0.1197221639995405	0.7521853139996892	-115.36317999200037	['+']
v	37	117.84629162799956	0.1891405129999839	0.5024954680002338	0	0.11356543200054148	0.8515924760004054	-117.84629162799956	['+']
n	38	120.22865404200002	0.18279843500022253	0.5026347860002716	0	0.05107874399982393	0.8352153429996179	-120.22865404200002	['+']
n	39	122.79523048299961	0.3928906690007352	0.7018612640003994	0	0.2452698600000076	1.0343970660005652	-122.79523048299961	['+']
n	40	125.56049971500033	0.3632916649994513	0.669168329999593	0	0.08080742499987537	1.0016041839999161	-125.56049971500033	['+']
n	41	128.2930382020004	0.254372432999844	0.569019171999571	0	0.040784425000310875	0.918279719999191	0.6687511789996279	-
v	42	130.74183971000002	0.06153061700024409	0.36956084499979625	0	0.08720531600010872	0.7187483560001056	0.4029315219995624	+
v	43	132.99116687700007	0.052744701999472454	0.3695283870001731	0	0.18992786199942202	0.7188698439995278	0.43621138599974074	+
n	44	135.24034728300012	0.06740023600013956	0.3862809419997575	0	0.10800277399994229	0.7188281729995651	0.31968042900007276	+
n	45	137.69027712299976	0.2584112760005155	0.568913645000066	0	0.2674655860000712	0.9014038120003534	-137.69027712299976	['+']
n	46	140.32276178400025	0.2815091039992694	0.6022085469994636	0	0.20214245900024252	0.9347407759996713	-140.32276178400025	['+']
n	47	142.98893331399995	0.06303583299995807	0.3686278830000447	0	0.06521001500004786	0.7011943309998969	-142.98893331399995	['+']
n	48	145.42137394899964	0.2540778560005492	0.5686596860005011	0	0.1847898810001425	0.9178830070004551	0.7020642080005928	-
v	49	147.86980630000016	0.2626451709993489	0.5695226679999905	0	0.16749413100023958	0.9186837409997679	-147.86980630000016	['+']
n	50	150.3189581910001	0.012757921000229544	0.3196771599996282	0	0.17631815200002166	0.6688482889994702	-150.3189581910001	['-']
v	51	152.51856602299995	0.08481654600018373	0.4026627249995727	0	0.2056907680007498	0.751877212999716	0.36933199200029776	+
n	52	154.80158875100005	0.17022088500016253	0.4855521800000133	0	0.27975403999971604	0.818102342000202	0.65229804899991	+
v	53	157.3505937609998	0.23792078899987246	0.5524049030000242	0	0.16001689200038527	0.9017187770004966	0.4857630490005249	+
n	54	159.78274533100011	0.2772276850000708	0.5861509300002581	0	0.26207701599923894	0.9187510519996067	-159.78274533100011	['+']
n	55	162.43217503699998	0.19560839400037366	0.5026228260003336	0	0.16028297999946517	0.8351329220004118	0.4693319360003443	+
v	56	164.99832829499974	0.21420954299992445	0.5356773990006332	0	0.2571232519994737	0.8848540750004759	0.6023466960004953	+
v	57	167.41374696399998	0.14280478500040772	0.4527994430000035	0	0.20465581500047847	0.7853778170001533	0.5196784849995311	-
